技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴解放			共鳴解放	1	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.4000		Liberation						0.00		0.00						
共鳴解放		看潮怒風哮之刃傷害-1	共鳴解放	2	氣動	Damage	生命	6.60%	7.14%	7.68%	8.44%	8.98%	9.61%	10.47%	11.34%	12.20%	13.12%	0.00	0.00	1.00	0.5715		Liberation						0.00		0.00						
共鳴解放			共鳴解放	3	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.5310		Liberation						0.00		0.00						
共鳴解放			共鳴解放	4	氣動	Damage	生命	13.20%	14.28%	15.36%	16.88%	17.96%	19.21%	20.94%	22.67%	24.40%	26.24%	0.00	0.00	1.00	0.5715		Liberation						0.00		0.00						
共鳴解放		看潮怒風哮之刃傷害	共鳴解放		氣動	Damage	生命	46.20%	49.98%	53.76%	59.08%	62.86%	67.27%	73.29%	79.38%	85.40%	91.84%	0.00	0.00	7.00	4.0005		Liberation						20.00		0.00	125	25				
		聽騎士從心祈願	共鳴解放																										20.00			125	25				
		化身冷卻時間	共鳴解放																																		
變奏		此劍，為潮水的過去傷害-1	變奏技能	1	氣動	Damage	生命	1.05%	1.14%	1.22%	1.34%	1.43%	1.53%	1.66%	1.80%	1.94%	2.08%	1.67	0.00	1.00	0.1460		Intro						0.00		1.67						
變奏			變奏技能	2	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Intro						0.00		0.00						
變奏		此劍，為潮水的過去傷害-2	變奏技能	3	氣動	Damage	生命	3.14%	3.40%	3.65%	4.01%	4.27%	4.57%	4.98%	5.39%	5.80%	6.24%	5.00	0.00	1.00	0.4380		Intro						0.00		5.00						
變奏			變奏技能	4	氣動	Damage	生命	3.14%	3.40%	3.65%	4.01%	4.27%	4.57%	4.98%	5.39%	5.80%	6.24%	1.67	0.00	1.00	0.1460		Intro						0.00		1.67						
變奏			變奏技能	5	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Intro						0.00		0.00						
變奏			變奏技能	6	氣動	Damage	生命	9.41%	10.18%	10.95%	12.03%	12.80%	13.69%	14.92%	16.16%	17.39%	18.70%	5.00	0.00	1.00	0.4380		Intro						0.00		5.00						
變奏		此劍，為自由的未來傷害-1	變奏技能	7	氣動	Damage	生命	2.15%	2.33%	2.51%	2.75%	2.93%	3.13%	3.41%	3.69%	3.98%	4.28%	0.53	0.00	1.00	0.2106		Intro						0.00		0.53						
變奏		此劍，為自由的未來傷害-2	變奏技能	8	氣動	Damage	生命	5.02%	5.43%	5.84%	6.41%	6.83%	7.30%	7.96%	8.61%	9.27%	9.97%	1.23	0.00	1.00	0.4914		Intro						0.00		1.23						
變奏		此劍，為潮水的過去傷害	變奏技能		氣動	Damage	生命	6.29%	6.82%	7.31%	8.03%	8.56%	9.16%	9.96%	10.79%	11.62%	12.48%	10.01	0.00	4.00	0.8760		Intro						10.00		10.01						
變奏		此劍，為自由的未來傷害	變奏技能		氣動	Damage	生命	7.17%	7.76%	8.35%	9.16%	9.76%	10.43%	11.37%	12.30%	13.25%	14.25%	1.76	0.00	2.00	0.7020		Intro						10.00		1.76						
普攻		芙露德莉斯-普攻第一段傷害-1	共鳴回路	1	氣動	Damage	生命	3.27%	3.54%	3.80%	4.18%	4.45%	4.75%	5.18%	5.61%	6.04%	6.49%	0.75	1.05	1.00	0.3000		Basic						1.05		0.75						
普攻			共鳴回路	2	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		芙露德莉斯-普攻第二段傷害-1	共鳴回路	3	氣動	Damage	生命	1.83%	1.98%	2.13%	2.33%	2.48%	2.66%	2.89%	3.13%	3.37%	3.63%	0.77	1.07	1.00	0.4000		Basic						1.07		0.77						
普攻		芙露德莉斯-普攻第二段傷害-2	共鳴回路	4	氣動	Damage	生命	0.92%	0.99%	1.07%	1.17%	1.24%	1.33%	1.45%	1.57%	1.69%	1.82%	0.39	0.54	1.00	0.1524		Basic						0.54		0.39						
普攻			共鳴回路	5	氣動	Damage	生命	0.92%	0.99%	1.07%	1.17%	1.24%	1.33%	1.45%	1.57%	1.69%	1.82%	0.39	0.54	1.00	0.1524		Basic						0.54		0.39						
普攻			共鳴回路	6	氣動	Damage	生命	0.92%	0.99%	1.07%	1.17%	1.24%	1.33%	1.45%	1.57%	1.69%	1.82%	0.39	0.54	1.00	0.1524		Basic						0.54		0.39						
普攻		芙露德莉斯-普攻第三段傷害-1	共鳴回路	7	氣動	Damage	生命	1.08%	1.16%	1.25%	1.37%	1.46%	1.56%	1.70%	1.84%	1.98%	2.13%	0.45	0.63	1.00	0.1800		Basic						0.63		0.45						
普攻			共鳴回路	8	氣動	Damage	生命	1.08%	1.16%	1.25%	1.37%	1.46%	1.56%	1.70%	1.84%	1.98%	2.13%	0.45	0.63	1.00	0.1800		Basic						0.63		0.45						
普攻			共鳴回路	9	氣動	Damage	生命	1.08%	1.16%	1.25%	1.37%	1.46%	1.56%	1.70%	1.84%	1.98%	2.13%	0.45	0.63	1.00	0.1800		Basic						0.63		0.45						
普攻		芙露德莉斯-普攻第三段傷害-2	共鳴回路	10	氣動	Damage	生命	2.15%	2.32%	2.50%	2.74%	2.92%	3.12%	3.40%	3.68%	3.96%	4.26%	0.90	1.26	1.00	0.3600		Basic						1.26		0.90						
普攻		芙露德莉斯-閃避反擊傷害-1	共鳴回路	11	氣動	Damage	生命	1.61%	1.74%	1.87%	2.06%	2.19%	2.34%	2.55%	2.76%	2.97%	3.20%	0.45	0.63	1.00	0.1800		Basic						0.63		0.45						
普攻			共鳴回路	12	氣動	Damage	生命	1.61%	1.74%	1.87%	2.06%	2.19%	2.34%	2.55%	2.76%	2.97%	3.20%	0.45	0.63	1.00	0.1800		Basic						0.63		0.45						
普攻			共鳴回路	13	氣動	Damage	生命	1.61%	1.74%	1.87%	2.06%	2.19%	2.34%	2.55%	2.76%	2.97%	3.20%	0.45	0.63	1.00	0.1800		Basic						0.63		0.45						
普攻		芙露德莉斯-閃避反擊傷害-2	共鳴回路	14	氣動	Damage	生命	3.22%	3.48%	3.74%	4.11%	4.38%	4.68%	5.10%	5.52%	5.94%	6.39%	0.90	1.26	1.00	0.3600		Basic						1.26		0.90						
普攻			共鳴回路	15	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		芙露德莉斯-普攻第四段傷害-1	共鳴回路	16	氣動	Damage	生命	1.38%	1.49%	1.61%	1.77%	1.88%	2.01%	2.19%	2.37%	2.55%	2.74%	0.45	0.63	1.00	0.1800		Basic						0.63		0.45						
普攻			共鳴回路	17	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		芙露德莉斯-普攻第五段傷害-1	共鳴回路	18	氣動	Damage	生命	3.63%	3.92%	4.22%	4.63%	4.93%	5.27%	5.75%	6.22%	6.70%	7.20%	0.40	0.56	1.00	0.4000		Basic						0.56		0.40						
普攻		芙露德莉斯-普攻第五段傷害-2	共鳴回路	19	氣動	Damage	生命	14.49%	15.67%	16.86%	18.52%	19.71%	21.08%	22.98%	24.88%	26.78%	28.80%	1.59	2.22	1.00	0.6336		Basic						2.22		1.59						
普攻			共鳴回路	20	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		芙露德莉斯-上挑攻擊傷害-1	共鳴回路	21	氣動	Damage	生命	2.29%	2.48%	2.66%	2.92%	3.11%	3.33%	3.63%	3.93%	4.23%	4.54%	0.76	1.06	1.00	0.4000		Basic						1.06		0.76						
普攻		芙露德莉斯-重擊傷害-1	共鳴回路	22	氣動	Damage	生命	2.15%	2.33%	2.51%	2.75%	2.93%	3.13%	3.41%	3.69%	3.98%	4.28%	0.53	0.74	1.00	0.2106		Basic						0.74		0.53						
普攻		芙露德莉斯-重擊傷害-2	共鳴回路	23	氣動	Damage	生命	5.02%	5.43%	5.84%	6.41%	6.83%	7.30%	7.96%	8.61%	9.27%	9.97%	1.23	1.72	1.00	0.4914		Basic						1.72		1.23						
普攻		芙露德莉斯-強化重擊傷害-1	共鳴回路	24	氣動	Damage	生命	3.91%	4.23%	4.55%	5.00%	5.32%	5.69%	6.21%	6.72%	7.23%	7.78%	0.96	1.35	1.00	0.4000		Basic						1.35		0.96						
普攻		芙露德莉斯-強化重擊傷害-2	共鳴回路	25	氣動	Damage	生命	1.96%	2.12%	2.28%	2.50%	2.66%	2.85%	3.11%	3.36%	3.62%	3.89%	0.48	0.68	1.00	0.1916		Basic						0.68		0.48						
普攻		芙露德莉斯-空中攻擊第一段傷害-1	共鳴回路	26	氣動	Damage	生命	1.50%	1.63%	1.75%	1.92%	2.05%	2.19%	2.38%	2.58%	2.78%	2.99%	0.66	0.93	1.00	0.2634		Basic						0.93		0.66						
普攻			共鳴回路	27	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻			共鳴回路	28	氣動	Damage	生命	1.50%	1.63%	1.75%	1.92%	2.05%	2.19%	2.38%	2.58%	2.78%	2.99%	0.66	0.93	1.00	0.2634		Basic						0.93		0.66						
普攻			共鳴回路	29	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		芙露德莉斯-空中攻擊第一段傷害-2	共鳴回路	30	氣動	Damage	生命	1.55%	1.68%	1.80%	1.98%	2.11%	2.25%	2.46%	2.66%	2.86%	3.08%	0.68	0.95	1.00	0.2714		Basic						0.95		0.68						
普攻		芙露德莉斯-空中攻擊第二段傷害-1	共鳴回路	31	氣動	Damage	生命	3.72%	4.02%	4.33%	4.75%	5.06%	5.41%	5.89%	6.38%	6.87%	7.39%	0.52	0.72	1.00	0.2055		Basic						0.72		0.52						
普攻			共鳴回路	32	氣動	Damage	生命	3.72%	4.02%	4.33%	4.75%	5.06%	5.41%	5.89%	6.38%	6.87%	7.39%	0.52	0.72	1.00	0.2055		Basic						0.72		0.52						
普攻		芙露德莉斯-空中攻擊第二段傷害-2	共鳴回路	33	氣動	Damage	生命	7.43%	8.04%	8.65%	9.50%	10.11%	10.81%	11.78%	12.76%	13.73%	14.77%	1.03	1.44	1.00	0.4110		Basic						1.44		1.03						
普攻			共鳴回路	34	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻			共鳴回路	35	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		芙露德莉斯-空中攻擊第三段傷害-1	共鳴回路	36	氣動	Damage	生命	1.11%	1.20%	1.29%	1.42%	1.51%	1.61%	1.76%	1.90%	2.05%	2.20%	0.48	0.67	1.00	0.1910		Basic						0.67		0.48						
共鳴技能		芙露德莉斯-共鳴技能·此劍為潮浪之意傷害-1	共鳴回路	37	氣動	Damage	生命	0.94%	1.02%	1.09%	1.20%	1.28%	1.37%	1.49%	1.61%	1.73%	1.86%	0.18	0.00	1.00	0.4000		Skill						0.00		0.18						
共鳴技能			共鳴回路	38	氣動	Damage	生命	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00	0.00	1.00	0.0000		Skill						0.00		0.00						
