技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴解放		朔風旋湧-1	共鳴解放	1	氣動	Damage	攻擊	23.43%	25.35%	27.27%	29.96%	31.88%	34.09%	37.17%	40.24%	43.32%	46.58%	0.00	0.00	1.00	0.2000		Liberation						0.00		0.00						
共鳴解放		朔風旋湧-2	共鳴解放	2	氣動	Damage	攻擊	187.46%	202.83%	218.21%	239.73%	255.10%	272.78%	297.37%	321.97%	346.56%	372.70%	0.00	0.00	1.00	1.6000		Liberation						0.00		0.00						
共鳴解放		朔風旋湧	共鳴解放		氣動	Damage	攻擊	468.62%	507.03%	545.45%	599.25%	637.66%	681.86%	743.41%	804.85%	866.40%	931.66%	0.00	0.00	13.00	4.0000		Liberation						20.00		0.00	100	16				
變奏		湛藍禮讚-1	變奏技能	1	氣動	Damage	攻擊	40.00%	43.28%	46.56%	51.15%	54.43%	58.20%	63.45%	68.70%	73.94%	79.52%	5.00	0.00	1.00	0.4500		Intro						0.00		5.00						
變奏		湛藍禮讚	變奏技能		氣動	Damage	攻擊	80.00%	86.56%	93.12%	102.30%	108.86%	116.40%	126.90%	137.40%	147.88%	159.04%	10.00	0.00	2.00	0.9000		Intro						0.00		10.00						
重擊		覆聲裁羽-風襲傷害-1	共鳴回路	1	氣動	Damage	攻擊	19.12%	20.69%	22.26%	24.45%	26.02%	27.82%	30.33%	32.84%	35.35%	38.02%	0.63	2.04	1.00	0.2550		Heavy						2.04		0.63						
重擊			共鳴回路	2	氣動	Damage	攻擊	19.12%	20.69%	22.26%	24.45%	26.02%	27.82%	30.33%	32.84%	35.35%	38.02%	0.63	2.04	1.00	0.2550		Heavy						2.04		0.63						
普攻		覆聲裁羽-釋羽傷害-1	共鳴回路	3	氣動	Damage	攻擊	10.93%	11.83%	12.72%	13.98%	14.88%	15.91%	17.34%	18.78%	20.21%	21.73%	0.36	1.00	1.00	0.1458		Basic						1.00		0.36						
普攻			共鳴回路	4	氣動	Damage	攻擊	10.93%	11.83%	12.72%	13.98%	14.88%	15.91%	17.34%	18.78%	20.21%	21.73%	0.36	1.00	1.00	0.1458		Basic						1.00		0.36						
普攻		覆聲裁羽-釋羽傷害-2	共鳴回路	5	氣動	Damage	攻擊	63.78%	69.01%	74.24%	81.57%	86.80%	92.81%	101.18%	109.55%	117.92%	126.81%	2.12	4.00	1.00	0.8505		Basic						4.00		2.12						
普攻			共鳴回路	6	氣動	Damage	攻擊	63.78%	69.01%	74.24%	81.57%	86.80%	92.81%	101.18%	109.55%	117.92%	126.81%	2.12	4.00	1.00	0.8505		Basic						4.00		2.12						
重擊		覆聲裁羽-風襲傷害	共鳴回路		氣動	Damage	攻擊	38.24%	41.38%	44.52%	48.90%	52.04%	55.64%	60.66%	65.68%	70.70%	76.04%	1.26	4.08	2.00	0.5100		Heavy						4.08		1.26						
普攻		覆聲裁羽-釋羽傷害	共鳴回路		氣動	Damage	攻擊	182.21%	197.17%	212.08%	233.04%	248.00%	265.17%	289.06%	313.00%	336.89%	362.27%	6.04	13.00	7.00	2.4300		Basic						13.00		6.04						
