技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴技能		流光夕影-5	共鳴技能	5	衍射	Damage	攻擊	39.15%	42.37%	45.58%	50.07%	53.28%	56.97%	62.11%	67.25%	72.38%	77.84%	1.09	2.18	1.00	1.0000		Skill						2.18		1.09						
共鳴技能		神霓飛芒傷害-1	共鳴技能	6	衍射	Damage	攻擊	4.96%	5.37%	5.78%	6.35%	6.75%	7.22%	7.87%	8.52%	9.17%	9.87%	0.07	0.00	1.00	0.1000		Skill						0.00		0.07						
共鳴技能		神霓飛芒傷害-2	共鳴技能	7	衍射	Damage	攻擊	4.96%	5.37%	5.78%	6.35%	6.75%	7.22%	7.87%	8.52%	9.17%	9.87%	0.07	0.00	1.00	0.1000		Skill						0.00		0.07						
共鳴技能		神霓飛芒傷害-3	共鳴技能	8	衍射	Damage	攻擊	4.96%	5.37%	5.78%	6.35%	6.75%	7.22%	7.87%	8.52%	9.17%	9.87%	0.07	0.00	1.00	0.1000		Skill						0.00		0.07						
共鳴技能		神霓飛芒傷害-4	共鳴技能	9	衍射	Damage	攻擊	4.96%	5.37%	5.78%	6.35%	6.75%	7.22%	7.87%	8.52%	9.17%	9.87%	0.07	0.00	1.00	0.1000		Skill						0.00		0.07						
共鳴技能		神霓飛芒傷害-5	共鳴技能	10	衍射	Damage	攻擊	14.88%	16.11%	17.33%	19.03%	20.25%	21.66%	23.61%	25.56%	27.51%	29.59%	0.19	0.00	1.00	0.3000		Skill						0.00		0.19						
共鳴技能		神霓飛芒傷害-6	共鳴技能	11	衍射	Damage	攻擊	14.88%	16.11%	17.33%	19.03%	20.25%	21.66%	23.61%	25.56%	27.51%	29.59%	0.19	0.00	1.00	0.3000		Skill						0.00		0.19						
共鳴技能		神霓飛芒傷害-7	共鳴技能	12	衍射	Damage	攻擊	14.88%	16.11%	17.33%	19.03%	20.25%	21.66%	23.61%	25.56%	27.51%	29.59%	0.19	0.00	1.00	0.3000		Skill						0.00		0.19						
共鳴技能		神霓飛芒傷害-8	共鳴技能	13	衍射	Damage	攻擊	14.88%	16.11%	17.33%	19.03%	20.25%	21.66%	23.61%	25.56%	27.51%	29.59%	0.19	0.00	1.00	0.3000		Skill						0.00		0.19						
共鳴技能		神霓飛芒傷害-9	共鳴技能	14	衍射	Damage	攻擊	19.84%	21.47%	23.10%	25.38%	27.00%	28.87%	31.48%	34.08%	36.68%	39.45%	0.25	0.00	1.00	0.4000		Skill						0.00		0.25						
共鳴技能		流光夕影	共鳴技能		衍射	Damage	攻擊	78.31%	84.77%	91.18%	100.15%	106.56%	113.97%	124.23%	134.53%	144.78%	155.68%	2.21	4.38	5.00	2.0000		Skill						4.00		2.21		3				
共鳴技能		神霓飛芒傷害	共鳴技能		衍射	Damage	攻擊	99.20%	107.39%	115.54%	126.90%	135.00%	144.39%	157.40%	170.40%	183.40%	197.29%	1.29	0.00	9.00	2.0000		Skill						0.00		1.29		12				
		乘歲凌霄																																10			
共鳴解放		移歲誅邪-1	共鳴解放	1	衍射	Damage	攻擊	251.40%	272.02%	292.63%	321.50%	342.11%	365.82%	398.80%	431.78%	464.77%	499.81%	0.00	0.00	1.00	1.2000		Liberation						0.00		0.00						
共鳴解放			共鳴解放	2	衍射	Damage	攻擊	553.08%	598.44%	643.79%	707.28%	752.64%	804.79%	877.36%	949.92%	1022.48%	1099.58%	0.00	0.00	1.00	1.2000		Liberation						0.00		0.00						
共鳴解放		移歲誅邪-2	共鳴解放	3	衍射	Damage	攻擊	586.60%	634.71%	682.81%	750.15%	798.25%	853.57%	930.53%	1007.49%	1084.45%	1166.22%	0.00	0.00	1.00	2.8000		Liberation						0.00		0.00						
共鳴解放			共鳴解放	4	衍射	Damage	攻擊	1290.52%	1396.35%	1502.17%	1650.32%	1756.14%	1877.84%	2047.16%	2216.47%	2385.79%	2565.69%	0.00	0.00	1.00	2.8000		Liberation						0.00		0.00						
共鳴解放		移歲誅邪	共鳴解放		衍射	Damage	攻擊	838.00%	906.73%	975.44%	1071.65%	1140.36%	1219.39%	1329.33%	1439.27%	1549.22%	1666.03%	0.00	0.00	2.00	4.0000		Liberation						20.00		0.00	150	24				
變奏		蟠龍清輝-1	變奏技能	1	衍射	Damage	攻擊	80.00%	86.56%	93.12%	102.31%	108.87%	116.41%	126.91%	137.40%	147.90%	159.05%	10.00	0.00	1.00	1.0000		Intro						0.00		10.00						
變奏			變奏技能	2	衍射	Damage	攻擊	120.00%	129.84%	139.68%	153.46%	163.30%	174.62%	190.36%	206.10%	221.85%	238.58%	10.00	0.00	1.00	1.0000		Intro						0.00		10.00						
變奏		蟠龍清輝	變奏技能		衍射	Damage	攻擊	80.00%	86.56%	93.12%	102.31%	108.87%	116.41%	126.91%	137.40%	147.90%	159.05%	10.00	0.00	1.00	1.0000		Intro						10.00		10.00						
共鳴技能		凌霄·普攻第一段傷害-1	共鳴回路	1	衍射	Damage	攻擊	44.58%	48.23%	51.89%	57.00%	60.66%	64.86%	70.71%	76.56%	82.41%	88.62%	1.24	1.24	1.00	0.5943		Skill						1.24		1.24						
共鳴技能		凌霄·普攻第二段傷害-1	共鳴回路	2	衍射	Damage	攻擊	39.22%	42.44%	45.65%	50.16%	53.37%	57.07%	62.22%	67.36%	72.51%	77.97%	1.09	1.09	1.00	0.5229		Skill						1.09		1.09						
共鳴技能		凌霄·普攻第二段傷害-2	共鳴回路	3	衍射	Damage	攻擊	13.08%	14.15%	15.22%	16.72%	17.79%	19.03%	20.74%	22.46%	24.17%	25.99%	0.37	0.37	1.00	0.1743		Skill						0.37		0.37						
共鳴技能		凌霄·普攻第二段傷害-3	共鳴回路	4	衍射	Damage	攻擊	13.08%	14.15%	15.22%	16.72%	17.79%	19.03%	20.74%	22.46%	24.17%	25.99%	0.37	0.37	1.00	0.1743		Skill						0.37		0.37						
共鳴技能		凌霄·普攻第三段傷害-1	共鳴回路	5	衍射	Damage	攻擊	50.02%	54.12%	58.23%	63.97%	68.07%	72.79%	79.35%	85.91%	92.47%	99.44%	1.39	1.39	1.00	0.6669		Skill						1.39		1.39						
共鳴技能		凌霄·普攻第三段傷害-2	共鳴回路	6	衍射	Damage	攻擊	33.35%	36.08%	38.82%	42.65%	45.38%	48.53%	52.90%	57.28%	61.65%	66.30%	0.93	0.93	1.00	0.4446		Skill						0.93		0.93						
共鳴技能		凌霄·普攻第四段傷害-1	共鳴回路	7	衍射	Damage	攻擊	9.39%	10.16%	10.93%	12.01%	12.78%	13.67%	14.90%	16.13%	17.36%	18.67%	0.27	0.27	1.00	0.1252		Skill						0.27		0.27						
共鳴技能		凌霄·普攻第四段傷害-2	共鳴回路	8	衍射	Damage	攻擊	37.56%	40.64%	43.72%	48.03%	51.11%	54.65%	59.58%	64.51%	69.44%	74.67%	1.05	1.05	1.00	0.5008		Skill						1.05		1.05						
普攻		凌霄·重擊傷害-1	共鳴回路	9	衍射	Damage	攻擊	24.00%	25.97%	27.94%	30.70%	32.66%	34.93%	38.08%	41.22%	44.37%	47.72%	0.60	0.60	1.00	0.2400		Basic						0.60		0.60						
普攻		凌霄·重擊傷害-2	共鳴回路	10	衍射	Damage	攻擊	56.00%	60.60%	65.19%	71.62%	76.21%	81.49%	88.84%	96.18%	103.53%	111.34%	1.40	1.40	1.00	0.5600		Basic						1.40		1.40						
共鳴技能		逐天取月技能傷害-1	共鳴回路	11	衍射	Damage	攻擊	50.68%	54.84%	59.00%	64.81%	68.97%	73.75%	80.40%	87.05%	93.70%	100.76%	0.64	0.00	1.00	0.4000		Skill						0.00		0.64						
共鳴技能		逐天取月技能傷害-2	共鳴回路	12	衍射	Damage	攻擊	38.01%	41.13%	44.25%	48.61%	51.73%	55.31%	60.30%	65.29%	70.27%	75.57%	0.48	0.00	1.00	0.3000		Skill						0.00		0.48						
共鳴技能		逐天取月技能傷害-3	共鳴回路	13	衍射	Damage	攻擊	126.70%	137.09%	147.48%	162.03%	172.42%	184.37%	200.99%	217.61%	234.24%	251.90%	1.59	0.00	1.00	1.0000		Skill						0.00		1.59						
共鳴技能		驚龍破空·熠日傷害-1	共鳴回路	14	衍射	Damage	攻擊	10.00%	10.82%	11.64%	12.79%	13.61%	14.56%	15.87%	17.18%	18.49%	19.89%	0.33	0.00	1.00	0.0852		Skill						0.00		0.33						
共鳴技能		驚龍破空·炳星傷害-1	共鳴回路	15	衍射	Damage	攻擊	175.00%	189.35%	203.70%	223.79%	238.14%	254.65%	277.61%	300.57%	323.53%	347.92%	5.67	0.00	1.00	1.4894		Skill						0.00		5.67						
普攻		凌霄·閃避反擊傷害-1	共鳴回路	16	衍射	Damage	攻擊	22.08%	23.89%	25.70%	28.23%	30.04%	32.12%	35.02%	37.91%	40.81%	43.89%	0.00	0.62	1.00	0.3000		Basic						0.62		0.00						
普攻		凌霄·閃避反擊傷害-2	共鳴回路	17	衍射	Damage	攻擊	16.56%	17.92%	19.27%	21.17%	22.53%	24.09%	26.27%	28.44%	30.61%	32.92%	0.00	0.46	1.00	0.2250		Basic						0.46		0.00						
普攻		凌霄·閃避反擊傷害-3	共鳴回路	18	衍射	Damage	攻擊	55.19%	59.71%	64.24%	70.57%	75.10%	80.30%	87.54%	94.78%	102.02%	109.71%	0.00	1.54	1.00	0.7500		Basic						1.54		0.00						
共鳴技能			共鳴回路	19	衍射	Damage	攻擊	14.50%	15.69%	16.88%	18.55%	19.74%	21.10%	23.01%	24.91%	26.81%	28.83%	0.33	0.00	1.00	0.0852		Skill						0.00		0.33						
共鳴技能			共鳴回路	20	衍射	Damage	攻擊	253.75%	274.56%	295.37%	324.50%	345.31%	369.24%	402.53%	435.82%	469.11%	504.49%	5.67	0.00	1.00	1.4894		Skill						0.00		5.67						
共鳴技能		凌霄·普攻第一段傷害	共鳴回路		衍射	Damage	攻擊	44.58%	48.23%	51.89%	57.00%	60.66%	64.86%	70.71%	76.56%	82.41%	88.62%	1.24	1.24	1.00	0.5943		Skill						1.24		1.24						
共鳴技能		凌霄·普攻第二段傷害	共鳴回路		衍射	Damage	攻擊	65.38%	70.74%	76.09%	83.60%	88.95%	95.13%	103.70%	112.28%	120.85%	129.95%	1.83	1.83	3.00	0.8715		Skill						1.83		1.83						
共鳴技能		凌霄·普攻第三段傷害	共鳴回路		衍射	Damage	攻擊	83.37%	90.20%	97.05%	106.62%	113.45%	121.32%	132.25%	143.19%	154.12%	165.74%	2.32	2.32	2.00	1.1115		Skill						2.32		2.32						
共鳴技能		凌霄·普攻第四段傷害	共鳴回路		衍射	Damage	攻擊	93.90%	101.60%	109.30%	120.09%	127.79%	136.67%	148.98%	161.29%	173.60%	186.69%	2.67	2.67	7.00	1.2520		Skill						2.67		2.67						
普攻		凌霄·重擊傷害	共鳴回路		衍射	Damage	攻擊	80.00%	86.57%	93.13%	102.32%	108.87%	116.42%	126.92%	137.40%	147.90%	159.06%	2.00	2.00	2.00	0.8000		Basic			30.00			2.00		2.00						
普攻		凌霄·閃避反擊傷害	共鳴回路		衍射	Damage	攻擊	110.39%	119.44%	128.48%	141.14%	150.20%	160.60%	175.10%	189.57%	204.05%	219.44%	0.00	3.08	4.00	1.5000		Basic			20.00			3.08		0.00						
共鳴技能		逐天取月技能傷害	共鳴回路		衍射	Damage	攻擊	253.40%	274.19%	294.98%	324.06%	344.85%	368.74%	401.99%	435.24%	468.48%	503.80%	3.19	0.00	4.00	2.0000		Skill						8.00		3.19		10				
共鳴技能		驚龍破空·熠日傷害	共鳴回路		衍射	Damage	攻擊	60.00%	64.92%	69.84%	76.74%	81.66%	87.36%	95.22%	103.08%	110.94%	119.34%	1.98	0.00	6.00	0.5112		Skill						20.00		1.98						
共鳴技能		驚龍破空·炳星傷害	共鳴回路		衍射	Damage	攻擊	175.00%	189.35%	203.70%	223.79%	238.14%	254.65%	277.61%	300.57%	323.53%	347.92%	5.67	0.00	1.00	1.4894		Skill						20.00		5.67						
共鳴技能		韶光	共鳴回路		衍射	Damage	攻擊	22.40%	24.24%	26.08%	28.65%	30.49%	32.60%	35.54%	38.48%	41.42%	44.54%						Skill														
		遊龍廻光																																5			
