技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴技能		斑駁幻夢傷害	共鳴技能		湮滅	Damage	攻擊	98.70%	106.80%	114.89%	126.22%	134.32%	143.62%	156.57%	169.52%	182.47%	196.23%	1.65	0.00	1.00	1.0000		Skill						10.00		1.65		12				
普攻		驚醒傷害	共鳴技能		湮滅	Damage	攻擊	100.00%	108.20%	116.40%	127.88%	136.08%	145.51%	158.63%	171.75%	184.87%	198.81%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		陷溺傷害-1	共鳴解放	1	湮滅	Damage	攻擊	189.13%	204.64%	220.15%	241.86%	257.37%	275.20%	300.01%	324.83%	349.64%	376.00%	0.00	0.00	1.00	4.0000		Basic						0.00		0.00						
普攻		瀰漫傷害-1	共鳴解放	2	湮滅	Damage	攻擊	7.31%	7.91%	8.51%	9.35%	9.95%	10.64%	11.60%	12.56%	13.52%	14.54%	0.00	0.00	1.00	0.0000	1	Basic						0.00		0.00						
普攻			共鳴解放	3	湮滅	Damage	攻擊	888.89%	961.78%	1034.67%	1136.71%	1209.60%	1293.43%	1410.05%	1526.67%	1643.29%	1767.20%	0.00	0.00	1.00	4.0000		Basic						0.00		0.00						
普攻		陷溺傷害	共鳴解放		湮滅	Damage	攻擊	189.13%	204.64%	220.15%	241.86%	257.37%	275.20%	300.01%	324.83%	349.64%	376.00%	0.00	0.00	1.00	4.0000		Basic						20.00		0.00	125	25				
普攻		瀰漫傷害	共鳴解放		湮滅	Damage	攻擊	153.51%	166.11%	178.71%	196.35%	208.95%	223.44%	243.60%	263.76%	283.92%	305.34%	0.00	0.00	21.00	0.0000	1	Basic						0.00		0.00						
變奏		點水傷害-1	變奏技能	1	湮滅	Damage	攻擊	21.25%	23.00%	24.74%	27.18%	28.92%	30.93%	33.71%	36.50%	39.29%	42.25%	2.50	0.00	1.00	0.2528		Intro						0.00		2.50						
變奏			變奏技能	2	湮滅	Damage	攻擊	21.25%	23.00%	24.74%	27.18%	28.92%	30.93%	33.71%	36.50%	39.29%	42.25%	2.50	0.00	1.00	0.2528		Intro						0.00		2.50						
變奏			變奏技能	3	湮滅	Damage	攻擊	21.25%	23.00%	24.74%	27.18%	28.92%	30.93%	33.71%	36.50%	39.29%	42.25%	2.50	0.00	1.00	0.2528		Intro						0.00		2.50						
變奏			變奏技能	4	湮滅	Damage	攻擊	21.25%	23.00%	24.74%	27.18%	28.92%	30.93%	33.71%	36.50%	39.29%	42.25%	2.50	0.00	1.00	0.2528		Intro						0.00		2.50						
變奏		逐浪傷害-1	變奏技能	5	湮滅	Damage	攻擊	8.50%	9.20%	9.90%	10.87%	11.57%	12.37%	13.49%	14.60%	15.72%	16.90%	1.00	0.00	1.00	0.1064	1	Intro						0.00		1.00						
變奏			變奏技能	6	湮滅	Damage	攻擊	8.50%	9.20%	9.90%	10.87%	11.57%	12.37%	13.49%	14.60%	15.72%	16.90%	1.00	0.00	1.00	0.1064		Intro						0.00		1.00						
變奏			變奏技能	7	湮滅	Damage	攻擊	8.50%	9.20%	9.90%	10.87%	11.57%	12.37%	13.49%	14.60%	15.72%	16.90%	1.00	0.00	1.00	0.1064		Intro						0.00		1.00						
變奏		逐浪傷害-2	變奏技能	8	湮滅	Damage	攻擊	59.50%	64.38%	69.26%	76.09%	80.97%	86.58%	94.39%	102.20%	110.00%	118.30%	7.00	0.00	1.00	0.7448		Intro						0.00		7.00						
變奏		點水傷害	變奏技能		湮滅	Damage	攻擊	85.00%	92.00%	98.96%	108.72%	115.68%	123.72%	134.84%	146.00%	157.16%	169.00%	10.00	0.00	4.00	1.0112		Intro						10.00		10.00						
變奏			變奏技能		湮滅	Damage	攻擊	85.00%	91.98%	98.96%	108.70%	115.68%	123.69%	134.86%	146.00%	157.16%	169.00%	10.00	0.00	4.00	1.0640		Intro						10.00		10.00						
普攻		蟄幻第一段傷害-1	共鳴回路	1	湮滅	Damage	攻擊	17.77%	19.23%	20.69%	22.73%	24.18%	25.86%	28.19%	30.52%	32.85%	35.33%	0.45	0.89	1.00	0.1422		Basic						0.89		0.45						
普攻			共鳴回路	2	湮滅	Damage	攻擊	17.77%	19.23%	20.69%	22.73%	24.18%	25.86%	28.19%	30.52%	32.85%	35.33%	0.45	0.89	1.00	0.1422		Basic						0.89		0.45						
普攻			共鳴回路	3	湮滅	Damage	攻擊	17.77%	19.23%	20.69%	22.73%	24.18%	25.86%	28.19%	30.52%	32.85%	35.33%	0.45	0.89	1.00	0.1422		Basic						0.89		0.45						
普攻		蟄幻第二段傷害-1	共鳴回路	4	湮滅	Damage	攻擊	31.65%	34.25%	36.85%	40.48%	43.07%	46.06%	50.21%	54.36%	58.52%	62.93%	0.80	1.59	1.00	0.2532		Basic						1.59		0.80						
普攻			共鳴回路	5	湮滅	Damage	攻擊	31.65%	34.25%	36.85%	40.48%	43.07%	46.06%	50.21%	54.36%	58.52%	62.93%	0.80	1.59	1.00	0.2532		Basic						1.59		0.80						
普攻		蟄幻第三段傷害-1	共鳴回路	6	湮滅	Damage	攻擊	32.50%	35.17%	37.83%	41.57%	44.23%	47.30%	51.56%	55.82%	60.09%	64.62%	0.82	1.63	1.00	0.2600	1	Basic						1.63		0.82						
普攻		蟄幻第三段傷害-2	共鳴回路	7	湮滅	Damage	攻擊	32.50%	35.17%	37.83%	41.57%	44.23%	47.30%	51.56%	55.82%	60.09%	64.62%	0.82	1.63	1.00	0.2600		Basic						1.63		0.82						
普攻		感知汲取傷害-1	共鳴回路	8	湮滅	Damage	攻擊	336.00%	363.55%	391.10%	429.67%	457.22%	488.91%	532.99%	577.07%	621.15%	667.99%	10.55	0.00	1.00	1.0000		Basic						0.00		10.55						
普攻			共鳴回路	9	湮滅	Damage	攻擊	336.00%	363.55%	391.10%	429.67%	457.22%	488.91%	532.99%	577.07%	621.15%	667.99%	10.55	0.00	1.00	1.0000		Basic						0.00		10.55						
普攻		掠影傷害-1	共鳴回路	10	湮滅	Damage	攻擊	37.77%	40.87%	43.97%	48.30%	51.40%	54.96%	59.91%	64.87%	69.82%	75.09%	0.56	1.00	1.00	0.5000		Basic						1.00		0.56						
普攻			共鳴回路	11	湮滅	Damage	攻擊	37.77%	40.87%	43.97%	48.30%	51.40%	54.96%	59.91%	64.87%	69.82%	75.09%	0.56	1.00	1.00	0.5000		Basic						1.00		0.56						
普攻			共鳴回路	12	湮滅	Damage	攻擊	37.77%	40.87%	43.97%	48.30%	51.40%	54.96%	59.91%	64.87%	69.82%	75.09%	0.56	1.00	1.00	0.5000		Basic						1.00		0.56						
普攻			共鳴回路	13	湮滅	Damage	攻擊	503.99%	545.32%	586.65%	644.51%	685.83%	733.36%	799.48%	865.61%	931.73%	1001.99%	10.55	0.00	1.00	1.0000		Basic						0.00		10.55						
普攻			共鳴回路	14	湮滅	Damage	攻擊	503.99%	545.32%	586.65%	644.51%	685.83%	733.36%	799.48%	865.61%	931.73%	1001.99%	10.55	0.00	1.00	1.0000		Basic						0.00		10.55						
普攻		暗湧漩渦傷害-1	共鳴回路	15	湮滅	Damage	攻擊	21.12%	22.86%	24.59%	27.01%	28.75%	30.74%	33.51%	36.28%	39.05%	41.99%	0.66	1.32	1.00	0.2112		Basic						1.32		0.66						
普攻		暗湧漩渦傷害-2	共鳴回路	16	湮滅	Damage	攻擊	31.68%	34.28%	36.88%	40.52%	43.12%	46.10%	50.26%	54.42%	58.57%	62.99%	0.99	1.98	1.00	0.3168		Basic						1.98		0.99						
			共鳴回路	17	-	Healing	攻擊	90 + 21.6%	100 +22.46%	112 +23.32%	126 +24.62%	142 +26.35%	157 +28.08%	160 +31.32%	163 +34.99%	166 +38.88%	171 + 45.36%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
			共鳴回路	18	-	Healing	攻擊	375 + 90.0%	420 +93.6%	468 +97.2%	525 +102.6%	592 +109.8%	656 +117.0%	667 +130.5%	682 +145.8%	693 +162.0%	712 + 189.0%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
普攻		蟄幻第一段傷害	共鳴回路		湮滅	Damage	攻擊	53.31%	57.69%	62.07%	68.19%	72.54%	77.58%	84.57%	91.56%	98.55%	105.99%	1.35	2.67	3.00	0.4266		Basic						2.67		1.35						
普攻		蟄幻第二段傷害	共鳴回路		湮滅	Damage	攻擊	63.30%	68.50%	73.70%	80.96%	86.14%	92.12%	100.42%	108.72%	117.04%	125.86%	1.60	3.18	2.00	0.5064		Basic						3.18		1.60						
普攻			共鳴回路		湮滅	Damage	攻擊	130.00%	140.68%	151.32%	166.28%	176.92%	189.20%	206.24%	223.28%	240.36%	258.48%	3.28	6.52	4.00	1.0400		Basic						6.52		3.28						
普攻		暗湧漩渦傷害	共鳴回路		湮滅	Damage	攻擊	52.80%	57.14%	61.47%	67.53%	71.87%	76.84%	83.77%	90.70%	97.62%	104.98%	1.65	3.30	2.00	0.5280		Basic			30.00			3.30		1.65						
普攻		感知汲取傷害	共鳴回路		湮滅	Damage	攻擊	672.00%	727.10%	782.20%	859.34%	914.44%	977.82%	1065.98%	1154.14%	1242.30%	1335.98%	21.10	0.00	2.00	2.0000		Basic						12.00		21.10		18				
普攻		掠影傷害	共鳴回路		湮滅	Damage	攻擊	113.31%	122.61%	131.91%	144.90%	154.20%	164.88%	179.73%	194.61%	209.46%	225.27%	1.68	3.00	3.00	1.5000		Basic						3.00		1.68						
		消耗【迷離】時治療量	共鳴回路		-	Healing	攻擊	90 + 21.6%	100 +22.46%	112 +23.32%	126 +24.62%	142 +26.35%	157 +28.08%	160 +31.32%	163 +34.99%	166 +38.88%	171 + 45.36%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
		感知汲取治療量	共鳴回路		-	Healing	攻擊	375 + 90.0%	420 +93.6%	468 +97.2%	525 +102.6%	592 +109.8%	656 +117.0%	667 +130.5%	682 +145.8%	693 +162.0%	712 + 189.0%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
		空中蟄幻耐力消耗	共鳴回路																							5.00											
		蜃境狀態持續時長	共鳴回路																															8			
