技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
普攻			常態攻擊	11	氣動	Damage	攻擊	30.75%	33.28%	35.80%	39.33%	41.85%	44.75%	48.78%	52.82%	56.85%	61.14%	0.94	3.00	1.00	0.3000		Basic						3.00		0.94						
普攻			常態攻擊	12	氣動	Damage	攻擊	30.75%	33.28%	35.80%	39.33%	41.85%	44.75%	48.78%	52.82%	56.85%	61.14%	0.94	3.00	1.00	0.3000		Basic						3.00		0.94						
重擊		重擊傷害-1	常態攻擊	13	氣動	Damage	攻擊	54.12%	58.56%	63.00%	69.21%	73.65%	78.76%	85.86%	92.96%	100.06%	107.60%	1.65	5.28	1.00	0.5280		Heavy						5.28		1.65						
普攻		空中攻擊第一段傷害-1	常態攻擊	14	氣動	Damage	攻擊	27.88%	30.17%	32.46%	35.66%	37.94%	40.57%	44.23%	47.89%	51.55%	55.43%	0.85	2.72	1.00	0.2720		Basic						2.72		0.85						
普攻			常態攻擊	15	氣動	Damage	攻擊	27.88%	30.17%	32.46%	35.66%	37.94%	40.57%	44.23%	47.89%	51.55%	55.43%	0.85	2.72	1.00	0.2720		Basic						2.72		0.85						
普攻			常態攻擊	16	氣動	Damage	攻擊	12.30%	13.31%	14.32%	15.73%	16.74%	17.90%	19.52%	21.13%	22.74%	24.46%	0.38	1.20	1.00	0.1200		Basic						1.20		0.38						
重擊		瞄準傷害-1	常態攻擊	17	氣動	Damage	攻擊	16.40%	17.75%	19.09%	20.98%	22.32%	23.87%	26.02%	28.17%	30.32%	32.61%	0.50	1.60	1.00	0.1600		Heavy						1.60		0.50						
重擊		瞄準完全蓄力傷害-1	常態攻擊	18	氣動	Damage	攻擊	36.90%	39.93%	42.96%	47.19%	50.22%	53.70%	58.54%	63.38%	68.22%	73.37%	1.13	3.60	1.00	0.3600		Heavy						3.60		1.13						
普攻		閃避反擊傷害-1	常態攻擊	19	氣動	Damage	攻擊	28.76%	31.12%	33.48%	36.78%	39.13%	41.85%	45.62%	49.39%	53.16%	57.17%	0.51	1.62	1.00	0.3750		Basic						1.62		0.51						
普攻			常態攻擊	20	氣動	Damage	攻擊	28.76%	31.12%	33.48%	36.78%	39.13%	41.85%	45.62%	49.39%	53.16%	57.17%	0.51	1.62	1.00	0.3750		Basic						1.62		0.51						
普攻			常態攻擊	21	氣動	Damage	攻擊	28.76%	31.12%	33.48%	36.78%	39.13%	41.85%	45.62%	49.39%	53.16%	57.17%	0.51	1.62	1.00	0.3750		Basic						1.62		0.51						
普攻			常態攻擊	22	氣動	Damage	攻擊	28.76%	31.12%	33.48%	36.78%	39.13%	41.85%	45.62%	49.39%	53.16%	57.17%	0.51	1.62	1.00	0.3750		Basic						1.62		0.51						
普攻		第一段傷害	常態攻擊		氣動	Damage	攻擊	28.70%	31.06%	33.41%	36.71%	39.06%	41.77%	45.53%	49.30%	53.06%	57.06%	0.88	2.80	1.00	0.2800		Basic						2.80		0.88						
普攻		第二段傷害	常態攻擊		氣動	Damage	攻擊	82.00%	88.73%	95.46%	104.87%	111.60%	119.33%	130.11%	140.86%	151.60%	163.04%	2.51	8.00	4.00	0.8000		Basic						8.00		2.51						
普攻		第三段傷害	常態攻擊		氣動	Damage	攻擊	66.44%	71.88%	77.32%	84.96%	90.40%	96.68%	105.40%	114.08%	122.80%	132.08%	2.04	6.48	4.00	0.6480		Basic						6.48		2.04						
普攻		第四段傷害	常態攻擊		氣動	Damage	攻擊	123.00%	133.12%	143.20%	157.32%	167.40%	179.00%	195.12%	211.28%	227.40%	244.56%	3.76	12.00	4.00	1.2000		Basic						12.00		3.76						
重擊		重擊傷害	常態攻擊		氣動	Damage	攻擊	54.12%	58.56%	63.00%	69.21%	73.65%	78.76%	85.86%	92.96%	100.06%	107.60%	1.65	5.28	1.00	0.5280		Heavy			25.00			5.28		1.65						
重擊		瞄準傷害	常態攻擊		氣動	Damage	攻擊	16.40%	17.75%	19.09%	20.98%	22.32%	23.87%	26.02%	28.17%	30.32%	32.61%	0.50	1.60	1.00	0.1600		Heavy						1.60		0.50						
重擊		瞄準完全蓄力傷害	常態攻擊		氣動	Damage	攻擊	36.90%	39.93%	42.96%	47.19%	50.22%	53.70%	58.54%	63.38%	68.22%	73.37%	1.13	3.60	1.00	0.3600		Heavy						3.60		1.13						
普攻		空中攻擊第一段傷害	常態攻擊		氣動	Damage	攻擊	55.76%	60.34%	64.92%	71.32%	75.88%	81.14%	88.46%	95.78%	103.10%	110.86%	1.70	5.44	2.00	0.5440		Basic			15.00			5.44		1.70						
普攻		空中攻擊第二段傷害	常態攻擊		氣動	Damage	攻擊	49.20%	53.24%	57.28%	62.92%	66.96%	71.60%	78.08%	84.52%	90.96%	97.84%	1.52	4.80	4.00	0.4800		Basic			15.00			4.80		1.52						
普攻		閃避反擊傷害	常態攻擊		氣動	Damage	攻擊	115.04%	124.48%	133.92%	147.12%	156.52%	167.40%	182.48%	197.56%	212.64%	228.68%	2.04	6.48	4.00	1.5000		Basic						6.48		2.04						
共鳴技能		諧律速奏-1	共鳴技能	1	氣動	Damage	攻擊	20.32%	21.98%	23.65%	25.98%	27.65%	29.56%	32.23%	34.89%	37.56%	40.39%	2.40	0.00	1.00	0.5000		Skill						0.00		2.40						
共鳴技能			共鳴技能	2	氣動	Damage	攻擊	20.32%	21.98%	23.65%	25.98%	27.65%	29.56%	32.23%	34.89%	37.56%	40.39%	2.40	0.00	1.00	0.5000		Skill						0.00		2.40						
共鳴技能		諧律速奏	共鳴技能		氣動	Damage	攻擊	81.28%	87.92%	94.60%	103.92%	110.60%	118.24%	128.92%	139.56%	150.24%	161.56%	9.60	0.00	4.00	2.0000		Skill						15.00		9.60		10				
共鳴解放		交響詩·主音傷害-1	共鳴解放	1	氣動	Damage	攻擊	3.08%	3.33%	3.58%	3.94%	4.19%	4.48%	4.88%	5.29%	5.69%	6.12%	0.00	0.00	1.00	0.0225		Liberation						0.00		0.00						
共鳴解放		即興的交響詩傷害-1	共鳴解放	2	氣動	Damage	攻擊	553.50%	598.89%	644.28%	707.82%	753.21%	805.40%	878.02%	950.64%	1023.26%	1100.42%	0.00	0.00	1.00	4.0500		Liberation						0.00		0.00						
共鳴解放		即興的交響詩傷害	共鳴解放		氣動	Damage	攻擊	553.50%	598.89%	644.28%	707.82%	753.21%	805.40%	878.02%	950.64%	1023.26%	1100.42%	0.00	0.00	1.00	4.0500		Liberation						20.00		0.00	125	20				
共鳴解放		交響詩·主音傷害	共鳴解放		氣動	Damage	攻擊	61.60%	66.60%	71.60%	78.80%	83.80%	89.60%	97.60%	105.80%	113.80%	122.40%	0.00	0.00	20.00	0.4500		Liberation						0.00		0.00						
		交互成功時回復協奏能量	共鳴解放																										10.00								
變奏		攜風吟遊-1	變奏技能	1	氣動	Damage	攻擊	95.12%	102.92%	110.72%	121.64%	129.44%	138.41%	150.89%	163.37%	175.85%	189.11%	10.00	0.00	1.00	0.9280		Intro						0.00		10.00						
變奏		攜風吟遊	變奏技能		氣動	Damage	攻擊	95.12%	102.92%	110.72%	121.64%	129.44%	138.41%	150.89%	163.37%	175.85%	189.11%	10.00	0.00	1.00	0.9280		Intro						10.00		10.00						
重擊		四拍重奏傷害-1	共鳴回路	1	氣動	Damage	攻擊	15.80%	17.10%	18.39%	20.20%	21.50%	22.99%	25.06%	27.13%	29.21%	31.41%	0.75	0.00	1.00	0.1000		Heavy						0.00		0.75						
重擊		四拍重奏傷害-2	共鳴回路	2	氣動	Damage	攻擊	157.95%	170.91%	183.86%	201.99%	214.94%	229.84%	250.56%	271.28%	292.01%	314.03%	7.47	0.00	1.00	1.0000		Heavy						0.00		7.47						
重擊		四拍重奏傷害	共鳴回路		氣動	Damage	攻擊	315.95%	341.91%	367.76%	403.99%	429.94%	459.74%	501.16%	542.58%	584.11%	628.13%	14.97	0.00	11.00	2.0000		Heavy						25.00		14.97						
