種類加成	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴技能	磁殛咆哮傷害-1	共鳴技能	1	導電	Damage	攻擊	30.00%	32.46%	34.92%	38.37%	40.83%	43.66%	47.59%	51.53%	55.47%	59.65%	5.00	0.00	1.00	0.6667	Skill						0.00		5.00						
共鳴技能	召雷磁爆傷害-1	共鳴技能	2	導電	Damage	攻擊	45.00%	48.69%	52.38%	57.55%	61.24%	65.48%	71.39%	77.29%	83.20%	89.47%	3.75	0.00	1.00	1.0000	Skill						0.00		3.75						
共鳴技能		共鳴技能	3	導電	Damage	攻擊	45.00%	48.69%	52.38%	57.55%	61.24%	65.48%	71.39%	77.29%	83.20%	89.47%	3.75	0.00	1.00	1.0000	Skill						0.00		3.75						
共鳴技能	磁殛爆發傷害-1	共鳴技能	4	導電	Damage	攻擊	10.00%	10.82%	11.64%	12.79%	13.61%	14.56%	15.87%	17.18%	18.49%	19.89%	0.00	5.00	1.00	0.5000	Skill						5.00		0.00						
	磁殛咆哮	共鳴技能																													12	10			
共鳴技能	磁殛咆哮傷害	共鳴技能		導電	Damage	攻擊	90.00%	97.38%	104.76%	115.11%	122.49%	130.98%	142.77%	154.59%	166.41%	178.95%	15.00	0.00	3.00	2.0001	Skill						10.00		15.00						
共鳴技能	召雷磁爆傷害	共鳴技能		導電	Damage	攻擊	180.00%	194.76%	209.52%	230.20%	244.96%	261.92%	285.56%	309.16%	332.80%	357.88%	15.00	0.00	4.00	4.0000	Skill						15.00		15.00						
共鳴技能	磁殛爆發傷害	共鳴技能		導電	Damage	攻擊	10.00%	10.82%	11.64%	12.79%	13.61%	14.56%	15.87%	17.18%	18.49%	19.89%	0.00	5.00	1.00	0.5000	Skill						5.00		0.00						
共鳴解放	破天雷滅擊-1	共鳴解放	1	導電	Damage	攻擊	58.63%	63.44%	68.25%	74.98%	79.79%	85.32%	93.01%	100.70%	108.39%	116.56%	0.00	0.00	1.00	0.5715	Liberation						0.00		0.00						
共鳴解放	破天雷滅擊	共鳴解放		導電	Damage	攻擊	410.41%	444.08%	477.75%	524.86%	558.53%	597.24%	651.07%	704.90%	758.73%	815.92%	0.00	0.00	7.00	4.0005	Liberation						20.00		0.00	125	16				
變奏	狂雷颶風-1	變奏技能	1	導電	Damage	攻擊	7.20%	7.80%	8.39%	9.21%	9.80%	10.48%	11.43%	12.37%	13.32%	14.32%	0.20	0.00	1.00	0.0499	Intro						0.00		0.20						
變奏		變奏技能	2	導電	Damage	攻擊	7.20%	7.80%	8.39%	9.21%	9.80%	10.48%	11.43%	12.37%	13.32%	14.32%	0.20	0.00	1.00	0.0499	Intro						0.00		0.20						
變奏	狂雷颶風	變奏技能		導電	Damage	攻擊	72.00%	78.00%	83.90%	92.10%	98.00%	104.80%	114.30%	123.70%	133.20%	143.20%	2.00	0.00	10.00	0.4990	Intro						10.00		2.00						
	策電	延奏技能																																	
共鳴技能	審判之雷傷害-1	共鳴回路	1	導電	Damage	攻擊	39.56%	42.80%	46.05%	50.59%	53.83%	57.56%	62.75%	67.94%	73.13%	78.64%	0.00	0.00	1.00	0.5000	Skill						0.00		0.00						
重擊	千面魅影傷害-1	共鳴回路	2	導電	Damage	攻擊	90.00%	97.38%	104.76%	115.10%	122.48%	130.96%	142.77%	154.58%	166.39%	178.93%	5.00	10.00	1.00	0.2120	Heavy														
重擊		共鳴回路	3	導電	Damage	攻擊	90.00%	97.38%	104.76%	115.10%	122.48%	130.96%	142.77%	154.58%	166.39%	178.93%	5.00	10.00	1.00	0.2120	Heavy														
共鳴技能		共鳴回路	4	導電	Damage	攻擊	61.31%	66.34%	71.37%	78.41%	83.43%	89.22%	97.26%	105.30%	113.35%	121.89%	0.00	0.00	1.00	0.5000	Skill														
重擊	千面魅影傷害	共鳴回路		導電	Damage	攻擊	180.00%	194.76%	209.52%	230.20%	244.96%	261.92%	285.54%	309.16%	332.78%	357.86%	10.00	20.00	2.00	0.4240	Heavy														
共鳴技能	審判之雷傷害	共鳴回路		導電	Damage	攻擊	39.56%	42.80%	46.05%	50.59%	53.83%	57.56%	62.75%	67.94%	73.13%	78.64%	0.00	0.00	1.00	0.5000	Skill														
