技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
普攻		閃避反擊傷害	常態攻擊		熱熔	Damage	攻擊	137.57%	148.85%	160.13%	175.90%	187.18%	200.14%	218.21%	236.23%	254.29%	273.44%	4.07	8.13	5.00	1.5000		Basic						8.13		4.07						
共鳴技能		圍獵-1	共鳴技能	1	熱熔	Damage	攻擊	70.81%	76.62%	82.42%	90.55%	96.36%	103.03%	112.32%	121.61%	130.90%	140.77%	2.09	4.17	1.00	0.9996		Skill						4.17		2.09						
共鳴技能		凶噬傷害-1	共鳴技能	2	熱熔	Damage	攻擊	157.74%	170.68%	183.61%	201.72%	214.66%	229.53%	250.23%	270.92%	291.62%	313.61%	13.67	0.00	1.00	2.0000		Skill						0.00		13.67						
共鳴技能			共鳴技能	3	熱熔	Damage	攻擊	236.61%	256.02%	275.42%	302.58%	321.98%	344.30%	375.34%	406.38%	437.43%	470.41%	13.67	0.00	1.00	2.0000		Skill						0.00		13.67						
共鳴技能		圍獵	共鳴技能		熱熔	Damage	攻擊	70.81%	76.62%	82.42%	90.55%	96.36%	103.03%	112.32%	121.61%	130.90%	140.77%	2.09	4.17	1.00	0.9996		Skill						4.17		2.09		12				
共鳴技能		凶噬傷害	共鳴技能		熱熔	Damage	攻擊	157.74%	170.68%	183.61%	201.72%	214.66%	229.53%	250.23%	270.92%	291.62%	313.61%	13.67	0.00	1.00	2.0000		Skill						0.00		13.67						
共鳴技能		破敵傷害-1	共鳴解放	1	熱熔	Damage	攻擊	153.14%	165.70%	178.26%	195.84%	208.40%	222.84%	242.93%	263.02%	283.11%	304.46%	0.00	20.00	1.00	2.0000		Skill						20.00		0.00						
共鳴解放		榮光歡酣於火-1	共鳴解放	2	熱熔	Damage	攻擊	412.68%	446.52%	480.36%	527.73%	561.57%	600.48%	654.63%	708.77%	762.91%	820.44%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
共鳴解放		榮光歡酣於火	共鳴解放		熱熔	Damage	攻擊	412.68%	446.52%	480.36%	527.73%	561.57%	600.48%	654.63%	708.77%	762.91%	820.44%	0.00	0.00	1.00	4.0000		Liberation						20.00		0.00	125	20				
共鳴技能		破敵傷害	共鳴解放		熱熔	Damage	攻擊	153.14%	165.70%	178.26%	195.84%	208.40%	222.84%	242.93%	263.02%	283.11%	304.46%	0.00	20.00	1.00	2.0000		Skill						20.00		0.00						
		賽點沸騰持續時間	共鳴解放																															12			
變奏		你在看哪裡？-1	變奏技能	1	熱熔	Damage	攻擊	14.97%	16.20%	17.43%	19.15%	20.37%	21.79%	23.75%	25.71%	27.68%	29.76%	1.50	0.00	1.00	0.2114		Intro						0.00		1.50						
變奏		你在看哪裡？-2	變奏技能	2	熱熔	Damage	攻擊	21.21%	22.95%	24.69%	27.12%	28.86%	30.86%	33.64%	36.43%	39.21%	42.16%	2.13	0.00	1.00	0.2994		Intro						0.00		2.13						
共鳴解放		你無法逃離！傷害-1	變奏技能	3	熱熔	Damage	攻擊	399.16%	431.90%	464.63%	510.45%	543.18%	580.82%	633.19%	685.56%	737.93%	793.57%	8.00	0.00	1.00	1.1271		Liberation						0.00		8.00						
共鳴解放		你無法逃離！傷害-2	變奏技能	4	熱熔	Damage	攻擊	24.95%	27.00%	29.04%	31.91%	33.95%	36.31%	39.58%	42.85%	46.13%	49.60%	0.50	0.00	1.00	0.0705		Liberation						0.00		0.50						
共鳴解放			變奏技能	5	熱熔	Damage	攻擊	798.32%	863.79%	929.25%	1020.90%	1086.36%	1161.64%	1266.38%	1371.12%	1475.86%	1587.14%	8.00	0.00	1.00	1.1271		Liberation						0.00		8.00						
共鳴解放			變奏技能	6	熱熔	Damage	攻擊	49.90%	53.99%	58.08%	63.81%	67.90%	72.61%	79.15%	85.70%	92.25%	99.20%	0.50	0.00	1.00	0.0705		Liberation						0.00		0.50						
變奏		你在看哪裡？	變奏技能		熱熔	Damage	攻擊	99.81%	108.00%	116.19%	127.63%	135.81%	145.23%	158.31%	171.43%	184.52%	198.40%	10.02	0.00	5.00	1.4090		Intro						10.00		10.02						
共鳴解放		你無法逃離！傷害	變奏技能		熱熔	Damage	攻擊	498.96%	539.90%	580.79%	638.09%	678.98%	726.06%	791.51%	856.96%	922.45%	991.97%	10.00	0.00	5.00	1.4091		Liberation						10.00		10.00						
共鳴解放		狼舞的決意·極傷害-1	共鳴回路	1	熱熔	Damage	攻擊	38.04%	41.16%	44.28%	48.65%	51.77%	55.35%	60.34%	65.34%	70.33%	75.63%	3.00	3.00	1.00	0.2000		Liberation						3.00		3.00						
共鳴解放		狼舞的決意·極傷害-2	共鳴回路	2	熱熔	Damage	攻擊	28.53%	30.87%	33.21%	36.49%	38.83%	41.52%	45.26%	49.00%	52.75%	56.72%	2.25	2.25	1.00	0.1500		Liberation						2.25		2.25						
共鳴解放		狼舞的決意·極傷害-3	共鳴回路	3	熱熔	Damage	攻擊	228.23%	246.95%	265.66%	291.86%	310.58%	332.10%	362.04%	391.99%	421.93%	453.75%	18.00	18.00	1.00	1.2000		Liberation						18.00		18.00						
共鳴解放			共鳴回路	4	熱熔	Damage	攻擊	85.59%	92.61%	99.63%	109.45%	116.47%	124.54%	135.77%	147.00%	158.23%	170.16%	3.00	3.00	1.00	0.2000		Liberation						3.00		3.00						
共鳴解放			共鳴回路	5	熱熔	Damage	攻擊	64.19%	69.46%	74.72%	82.09%	87.35%	93.41%	101.83%	110.25%	118.67%	127.62%	2.25	2.25	1.00	0.1500		Liberation						2.25		2.25						
共鳴解放			共鳴回路	6	熱熔	Damage	攻擊	513.52%	555.63%	597.73%	656.69%	698.79%	747.22%	814.59%	881.96%	949.34%	1020.92%	18.00	18.00	1.00	1.2000		Liberation						18.00		18.00						
共鳴解放		狼舞的決意傷害-1	共鳴回路	7	熱熔	Damage	攻擊	28.18%	30.49%	32.80%	36.04%	38.35%	41.00%	44.70%	48.40%	52.09%	56.02%	3.00	1.50	1.00	0.2000		Liberation						1.50		3.00						
共鳴解放		狼舞的決意傷害-2	共鳴回路	8	熱熔	Damage	攻擊	21.14%	22.87%	24.60%	27.03%	28.76%	30.75%	33.53%	36.30%	39.07%	42.02%	2.25	1.13	1.00	0.1500		Liberation						1.13		2.25						
共鳴解放		狼舞的決意傷害-3	共鳴回路	9	熱熔	Damage	攻擊	169.06%	182.93%	196.79%	216.20%	230.06%	246.00%	268.18%	290.36%	312.54%	336.11%	18.00	9.00	1.00	1.2000		Liberation						9.00		18.00						
共鳴技能		此刻，讓火焰延燃賽場傷害-1	共鳴回路	10	熱熔	Damage	攻擊	21.31%	23.05%	24.80%	27.25%	28.99%	31.00%	33.80%	36.59%	39.38%	42.35%	0.00	0.00	1.00	0.1000		Skill						0.00		0.00						
共鳴技能		此刻，讓火焰延燃賽場傷害-2	共鳴回路	11	熱熔	Damage	攻擊	85.21%	92.20%	99.18%	108.97%	115.95%	123.99%	135.17%	146.34%	157.52%	169.40%	0.00	0.00	1.00	0.4000		Skill						0.00		0.00						
共鳴解放		狼舞的決意傷害	共鳴回路		熱熔	Damage	攻擊	281.80%	304.90%	327.99%	360.36%	383.45%	410.00%	447.00%	483.96%	520.91%	560.21%	30.00	15.02	6.00	2.0000		Liberation						15.02		30.00						
共鳴解放		狼舞的決意·極傷害	共鳴回路		熱熔	Damage	攻擊	380.39%	411.59%	442.78%	486.47%	517.67%	553.53%	603.42%	653.33%	703.26%	756.26%	30.00	30.00	6.00	2.0000		Liberation						30.00		30.00						
共鳴技能		此刻，讓火焰延燃賽場傷害	共鳴回路		熱熔	Damage	攻擊	106.52%	115.25%	123.98%	136.22%	144.94%	154.99%	168.97%	182.93%	196.90%	211.75%	0.00	0.00	2.00	0.5000		Skill						0.00		0.00						
