種類加成	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
普攻	空中攻擊傷害-1	常態攻擊	11	導電	Damage	攻擊	49.60%	53.67%	57.74%	63.43%	67.50%	72.18%	78.69%	85.19%	91.70%	98.61%	0.51	1.00	1.00	0.62	Basic						1.00		0.51						
普攻	閃避反擊傷害-1	常態攻擊	12	導電	Damage	攻擊	57.60%	62.33%	67.05%	73.66%	78.39%	83.82%	91.38%	98.93%	106.49%	114.52%	1.80	3.36	1.00	0.75	Basic						3.36		1.80						
普攻	閃避反擊傷害-2	常態攻擊	13	導電	Damage	攻擊	57.60%	62.33%	67.05%	73.66%	78.39%	83.82%	91.38%	98.93%	106.49%	114.52%	1.80	3.36	1.00	0.75	Basic						3.36		1.80						
重擊	重擊傷害-1	常態攻擊	14	導電	Damage	攻擊	80.00%	86.56%	93.12%	102.31%	108.87%	116.41%	126.91%	137.40%	147.90%	159.05%	2.50	8.00	1.00	1.00	Heavy						8.00		2.50						
普攻	第一段傷害	常態攻擊		導電	Damage	攻擊	24.70%	26.73%	28.76%	31.59%	33.62%	35.95%	39.19%	42.43%	45.67%	49.11%	0.77	2.46	1.00	0.31	Basic						2.46		0.77						
普攻	第二段傷害	常態攻擊		導電	Damage	攻擊	52.12%	56.40%	60.68%	66.66%	70.92%	75.84%	82.68%	89.52%	96.36%	103.62%	1.62	5.20	2.00	0.65	Basic						5.20		1.62						
普攻	第三段傷害	常態攻擊		導電	Damage	攻擊	54.94%	59.44%	63.94%	70.24%	74.74%	79.94%	87.14%	94.34%	101.54%	109.20%	1.70	5.46	4.00	0.69	Basic						5.46		1.70						
普攻	第四段傷害	常態攻擊		導電	Damage	攻擊	52.12%	56.40%	60.68%	66.66%	70.92%	75.84%	82.68%	89.52%	96.36%	103.62%	1.62	5.20	2.00	0.65	Basic						5.20		1.62						
普攻	第五段傷害	常態攻擊		導電	Damage	攻擊	82.34%	89.10%	95.86%	105.30%	112.06%	119.83%	130.63%	141.43%	152.23%	163.70%	2.56	8.21	3.00	1.03	Basic						8.21		2.56						
普攻	重擊傷害	常態攻擊		導電	Damage	攻擊	80.00%	86.56%	93.12%	102.31%	108.87%	116.41%	126.91%	137.40%	147.90%	159.05%	2.50	8.00	1.00	1.00	Basic			20.00			8.00		2.50						
普攻	空中攻擊傷害	常態攻擊		導電	Damage	攻擊	49.60%	53.67%	57.74%	63.43%	67.50%	72.18%	78.69%	85.19%	91.70%	98.61%	0.51	1.00	1.00	0.62	Basic			30.00			1.00		0.51						
普攻	閃避反擊傷害	常態攻擊		導電	Damage	攻擊	115.20%	124.66%	134.10%	147.32%	156.78%	167.64%	182.76%	197.86%	212.98%	229.04%	3.60	6.72	2.00	1.50	Basic						6.72		3.60						
共鳴技能	拳震凌武-1	共鳴技能	1	導電	Damage	防禦	12.00%	12.99%	13.97%	15.35%	16.33%	17.47%	19.04%	20.61%	22.19%	23.86%	3.00	0.00	1.00	2.00	Skill						0.00		3.00						
共鳴技能	雷之楔引爆傷害-1	共鳴技能	2	導電	Damage	防禦	30.00%	32.46%	34.92%	38.37%	40.83%	43.66%	47.59%	51.53%	55.47%	59.65%	1.00	1.00	1.00	1.00	Skill						1.00		1.00						
共鳴技能	萬壑雷傷害-1	共鳴技能	3	導電	Damage	防禦	54.60%	59.07%	63.55%	69.82%	74.29%	79.44%	86.60%	93.76%	100.93%	108.54%	15.00	0.00	1.00	2.00	Skill						0.00		15.00						
共鳴技能	雷之楔協同攻擊傷害-1	共鳴技能	4	導電	Damage	防禦	4.00%	4.33%	4.66%	5.12%	5.45%	5.83%	6.35%	6.87%	7.40%	7.96%	0.00	0.00	1.00	0.01	Skill						0.00		0.00						
共鳴技能	拳震凌武	共鳴技能		導電	Damage	防禦	12.00%	12.99%	13.97%	15.35%	16.33%	17.47%	19.04%	20.61%	22.19%	23.86%	3.00	0.00	1.00	2.00	Skill						3.00		3.00						
共鳴技能	雷之楔協同攻擊傷害	共鳴技能		導電	Damage	防禦	4.00%	4.33%	4.66%	5.12%	5.45%	5.83%	6.35%	6.87%	7.40%	7.96%	0.00	0.00	1.00	0.01	Skill						0.00		0.00						
共鳴技能	雷之楔引爆傷害	共鳴技能		導電	Damage	防禦	30.00%	32.46%	34.92%	38.37%	40.83%	43.66%	47.59%	51.53%	55.47%	59.65%	1.00	1.00	1.00	1.00	Skill						1.00		1.00						
共鳴技能	萬壑雷傷害	共鳴技能		導電	Damage	防禦	54.60%	59.07%	63.55%	69.82%	74.29%	79.44%	86.60%	93.76%	100.93%	108.54%	15.00	0.00	1.00	2.00	Skill						25.00		15.00						
	雷之楔	共鳴技能																														12			
共鳴解放	寂土重明-1	共鳴解放	1	導電	Damage	防禦	88.00%	95.22%	102.44%	112.54%	119.76%	128.05%	139.60%	151.14%	162.69%	174.96%	0.00	0.00	1.00	2.00	Liberation						0.00		0.00						
共鳴解放	寂土重明-2	共鳴解放	2	導電	Damage	防禦	88.00%	95.22%	102.44%	112.54%	119.76%	128.05%	139.60%	151.14%	162.69%	174.96%	0.00	0.00	1.00	2.00	Liberation						0.00		0.00						
共鳴解放	寂土重明	共鳴解放		導電	Damage	防禦	176.00%	190.44%	204.88%	225.08%	239.52%	256.10%	279.20%	302.28%	325.38%	349.92%	0.00	0.00	2.00	4.00	Liberation						20.00		0.00	125	20				
變奏	轟雷-1	變奏技能	1	導電	Damage	防禦	32.00%	34.63%	37.25%	40.93%	43.55%	46.57%	50.77%	54.96%	59.16%	63.62%	10.00	0.00	1.00	1.59	Intro						0.00		10.00						
變奏	轟雷	變奏技能		導電	Damage	防禦	32.00%	34.63%	37.25%	40.93%	43.55%	46.57%	50.77%	54.96%	59.16%	63.62%	10.00	0.00	1.00	1.59	Intro						10.00		10.00						
普攻	雷厲風行普攻第一段傷害-1	共鳴回路	1	導電	Damage	防禦	12.35%	13.37%	14.38%	15.80%	16.81%	17.98%	19.60%	21.22%	22.84%	24.56%	0.77	2.46	3.00	0.31	Basic						2.46		0.77						
普攻	雷厲風行普攻第二段傷害-1	共鳴回路	2	導電	Damage	防禦	13.03%	14.10%	15.17%	16.67%	17.73%	18.96%	20.67%	22.38%	24.09%	25.91%	0.81	2.60	3.00	0.33	Basic						2.60		0.81						
普攻	雷厲風行普攻第二段傷害-2	共鳴回路	3	導電	Damage	防禦	13.03%	14.10%	15.17%	16.67%	17.73%	18.96%	20.67%	22.38%	24.09%	25.91%	0.81	2.60	3.00	0.33	Basic						2.60		0.81						
普攻	雷厲風行普攻第三段傷害-1	共鳴回路	4	導電	Damage	防禦	5.50%	5.95%	6.40%	7.03%	7.48%	8.00%	8.72%	9.44%	10.16%	10.92%	0.34	1.09	3.00	0.14	Basic						1.09		0.34						
普攻	雷厲風行普攻第三段傷害-2	共鳴回路	5	導電	Damage	防禦	8.24%	8.92%	9.59%	10.54%	11.21%	11.99%	13.07%	14.15%	15.23%	16.38%	0.51	1.64	3.00	0.21	Basic						1.64		0.51						
普攻	雷厲風行普攻第三段傷害-3	共鳴回路	6	導電	Damage	防禦	8.24%	8.92%	9.59%	10.54%	11.21%	11.99%	13.07%	14.15%	15.23%	16.38%	0.51	1.64	3.00	0.21	Basic						1.64		0.51						
普攻	雷厲風行普攻第四段傷害-1	共鳴回路	7	導電	Damage	防禦	5.77%	6.24%	6.71%	7.38%	7.85%	8.39%	9.15%	9.90%	10.66%	11.46%	0.36	1.15	3.00	0.14	Basic						1.15		0.36						
普攻	雷厲風行普攻第四段傷害-2	共鳴回路	8	導電	Damage	防禦	5.77%	6.24%	6.71%	7.38%	7.85%	8.39%	9.15%	9.90%	10.66%	11.46%	0.36	1.15	3.00	0.14	Basic						1.15		0.36						
普攻	雷厲風行普攻第四段傷害-3	共鳴回路	9	導電	Damage	防禦	5.77%	6.24%	6.71%	7.38%	7.85%	8.39%	9.15%	9.90%	10.66%	11.46%	0.36	1.15	3.00	0.14	Basic						1.15		0.36						
普攻	雷厲風行普攻第四段傷害-4	共鳴回路	10	導電	Damage	防禦	5.77%	6.24%	6.71%	7.38%	7.85%	8.39%	9.15%	9.90%	10.66%	11.46%	0.36	1.15	3.00	0.14	Basic						1.15		0.36						
普攻	雷厲風行普攻第四段傷害-5	共鳴回路	11	導電	Damage	防禦	5.77%	6.24%	6.71%	7.38%	7.85%	8.39%	9.15%	9.90%	10.66%	11.46%	0.36	1.15	3.00	0.14	Basic						1.15		0.36						
普攻	雷厲風行普攻第五段傷害-1	共鳴回路	12	導電	Damage	防禦	8.24%	8.91%	9.59%	10.53%	11.21%	11.99%	13.07%	14.15%	15.23%	16.37%	0.51	1.64	3.00	0.21	Basic						1.64		0.51						
普攻		共鳴回路	13	導電	Damage	防禦	8.24%	8.91%	9.59%	10.53%	11.21%	11.99%	13.07%	14.15%	15.23%	16.37%	0.51	1.64	3.00	0.21	Basic						1.64		0.51						
普攻	雷厲風行普攻第五段傷害-2	共鳴回路	14	導電	Damage	防禦	16.47%	17.82%	19.17%	21.06%	22.41%	23.97%	26.13%	28.29%	30.45%	32.74%	1.02	3.29	3.00	0.41	Basic						3.29		1.02						
普攻	雷厲風行閃避反擊傷害-1	共鳴回路	15	導電	Damage	防禦	21.76%	23.55%	25.33%	27.83%	29.62%	31.67%	34.52%	37.38%	40.23%	43.27%	1.70	3.52	3.00	0.60	Basic						3.52		1.70						
普攻	雷厲風行閃避反擊傷害-2	共鳴回路	16	導電	Damage	防禦	16.32%	17.66%	19.00%	20.88%	22.21%	23.75%	25.89%	28.03%	30.18%	32.45%	1.27	2.64	3.00	0.45	Basic						2.64		1.27						
普攻	雷厲風行閃避反擊傷害-3	共鳴回路	17	導電	Damage	防禦	16.32%	17.66%	19.00%	20.88%	22.21%	23.75%	25.89%	28.03%	30.18%	32.45%	1.27	2.64	3.00	0.45	Basic						2.64		1.27						
重擊	雷厲風行重擊傷害-1	共鳴回路	18	導電	Damage	防禦	15.60%	16.88%	18.16%	19.95%	21.23%	22.70%	24.75%	26.80%	28.84%	31.02%	0.97	3.12	3.00	0.39	Heavy						3.12		0.97						
普攻	躡風追雷傷害-1	共鳴回路	19	導電	Damage	防禦	15.60%	16.88%	18.16%	19.95%	21.23%	22.70%	24.75%	26.80%	28.84%	31.02%	0.97	3.12	3.00	0.39	Basic						3.12		0.97						
普攻	躡風追雷傷害-2	共鳴回路	20	導電	Damage	防禦	10.40%	11.26%	12.11%	13.30%	14.16%	15.14%	16.50%	17.87%	19.23%	20.68%	0.65	2.08	3.00	0.26	Basic						2.08		0.65						
普攻	躡風追雷傷害-3	共鳴回路	21	導電	Damage	防禦	10.40%	11.26%	12.11%	13.30%	14.16%	15.14%	16.50%	17.87%	19.23%	20.68%	0.65	2.08	3.00	0.26	Basic						2.08		0.65						
共鳴技能	掀雷傷害-1	共鳴回路	22	導電	Damage	防禦	20.00%	21.64%	23.28%	25.58%	27.22%	29.11%	31.73%	34.35%	36.98%	39.77%	1.00	0.00	1.00	1.00	Skill						0.00		1.00						
共鳴技能	決電-1	共鳴回路	23	導電	Damage	防禦	28.00%	30.30%	32.60%	35.81%	38.11%	40.75%	44.42%	48.09%	51.77%	55.67%	1.00	0.00	3.00	1.00	Skill						0.00		1.00						
共鳴技能	掀雷傷害	共鳴回路		導電	Damage	防禦	20.00%	21.64%	23.28%	25.58%	27.22%	29.11%	31.73%	34.35%	36.98%	39.77%	1.00	0.00	1.00	1.00	Skill						0.00		1.00						
普攻	雷厲風行普攻第一段傷害	共鳴回路		導電	Damage	防禦	12.35%	13.37%	14.38%	15.80%	16.81%	17.98%	19.60%	21.22%	22.84%	24.56%	0.77	2.46	3.00	0.31	Basic						2.46		0.77						
普攻	雷厲風行普攻第二段傷害	共鳴回路		導電	Damage	防禦	26.06%	28.20%	30.34%	33.34%	35.46%	37.92%	41.34%	44.76%	48.18%	51.82%	1.62	5.20	6.00	0.65	Basic						5.20		1.62						
普攻	雷厲風行普攻第三段傷害	共鳴回路		導電	Damage	防禦	27.48%	29.74%	31.98%	35.14%	37.38%	39.98%	43.58%	47.18%	50.78%	54.60%	1.70	5.46	12.00	0.69	Basic						5.46		1.70						
普攻	雷厲風行普攻第四段傷害	共鳴回路		導電	Damage	防禦	28.85%	31.20%	33.55%	36.90%	39.25%	41.95%	45.75%	49.50%	53.30%	57.30%	1.80	5.75	15.00	0.72	Basic						5.75		1.80						
普攻	雷厲風行普攻第五段傷害	共鳴回路		導電	Damage	防禦	41.19%	44.55%	47.94%	52.65%	56.04%	59.94%	65.34%	70.74%	76.14%	81.85%	2.55	8.21	12.00	1.03	Basic						8.21		2.55						
重擊	雷厲風行重擊傷害	共鳴回路		導電	Damage	防禦	15.60%	16.88%	18.16%	19.95%	21.23%	22.70%	24.75%	26.80%	28.84%	31.02%	0.97	3.12	3.00	0.39	Heavy						3.12		0.97						
普攻	躡風追雷傷害	共鳴回路		導電	Damage	防禦	36.40%	39.40%	42.38%	46.55%	49.55%	52.98%	57.75%	62.54%	67.30%	72.38%	2.27	7.28	9.00	0.91	Basic						7.28		2.27						
普攻	雷厲風行閃避反擊傷害	共鳴回路		導電	Damage	防禦	54.40%	58.87%	63.33%	69.59%	74.04%	79.17%	86.30%	93.44%	100.59%	108.17%	4.24	8.80	9.00	1.50	Basic						8.80		4.24						
	雷厲風行	共鳴回路																														10			
共鳴技能	決電	共鳴回路		導電	Damage	防禦	28.00%	30.30%	32.60%	35.81%	38.11%	40.75%	44.42%	48.09%	51.77%	55.67%	1.00	0.00	3.00	1.00	Skill						0.00		1.00						
