技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
聲骸			共鳴解放	19	湮滅	Damage	攻擊	61.85%	66.92%	71.99%	79.09%	84.16%	90.00%	98.11%	106.22%	114.34%	122.96%	0.00	0.00	1.00	0.3000		Echo						0.00		0.00						
聲骸			共鳴解放	20	湮滅	Damage	攻擊	144.31%	156.14%	167.98%	184.54%	196.38%	209.98%	228.92%	247.85%	266.78%	286.90%	0.00	0.00	1.00	0.7000		Echo						0.00		0.00						
聲骸			共鳴解放	21	湮滅	Damage	攻擊	61.85%	66.92%	71.99%	79.09%	84.16%	90.00%	98.11%	106.22%	114.34%	122.96%	0.00	0.00	1.00	0.3000		Echo						0.00		0.00						
聲骸			共鳴解放	22	湮滅	Damage	攻擊	144.31%	156.14%	167.98%	184.54%	196.38%	209.98%	228.92%	247.85%	266.78%	286.90%	0.00	0.00	1.00	0.7000		Echo						0.00		0.00						
聲骸			共鳴解放	23	湮滅	Damage	攻擊	65.10%	70.44%	75.78%	83.25%	88.59%	94.73%	103.27%	111.81%	120.36%	129.43%	0.00	0.00	1.00	0.3000		Echo						0.00		0.00						
聲骸			共鳴解放	24	湮滅	Damage	攻擊	151.90%	164.36%	176.82%	194.25%	206.71%	221.03%	240.96%	260.89%	280.82%	302.00%	0.00	0.00	1.00	0.7000		Echo						0.00		0.00						
聲骸			共鳴解放	25	湮滅	Damage	攻擊	65.10%	70.44%	75.78%	83.25%	88.59%	94.73%	103.27%	111.81%	120.36%	129.43%	0.00	0.00	1.00	0.3000		Echo						0.00		0.00						
聲骸			共鳴解放	26	湮滅	Damage	攻擊	151.90%	164.36%	176.82%	194.25%	206.71%	221.03%	240.96%	260.89%	280.82%	302.00%	0.00	0.00	1.00	0.7000		Echo						0.00		0.00						
聲骸		普攻·赫卡忒第一段傷害-1	共鳴解放	27	湮滅	Damage	攻擊	14.00%	15.15%	16.30%	17.91%	19.06%	20.38%	22.21%	24.05%	25.89%	27.84%	0.00	0.00	1.00	0.5000		Echo						0.00		0.00						
聲骸		普攻·赫卡忒第二段傷害-1	共鳴解放	28	湮滅	Damage	攻擊	7.00%	7.58%	8.15%	8.96%	9.53%	10.19%	11.11%	12.03%	12.95%	13.92%	0.00	0.00	1.00	0.2500		Echo						0.00		0.00						
聲骸			共鳴解放	29	湮滅	Damage	攻擊	7.00%	7.58%	8.15%	8.96%	9.53%	10.19%	11.11%	12.03%	12.95%	13.92%	0.00	0.00	1.00	0.2500		Echo						0.00		0.00						
共鳴解放		謝幕傷害-1	共鳴解放	30	湮滅	Damage	攻擊	234.00%	253.19%	272.38%	299.24%	318.43%	340.50%	371.20%	401.90%	432.60%	465.22%	2.93	5.85	1.00	1.1700		Liberation						5.85		2.93						
聲骸			共鳴解放	31	湮滅	Damage	攻擊	116.38%	125.92%	135.47%	148.83%	158.37%	169.34%	184.61%	199.88%	215.15%	231.37%	0.00	0.00	1.00	0.7000		Echo						0.00		0.00						
聲骸		普攻·赫卡忒第一段傷害	共鳴解放		湮滅	Damage	攻擊	14.00%	15.15%	16.30%	17.91%	19.06%	20.38%	22.21%	24.05%	25.89%	27.84%	0.00	0.00	1.00	0.5000		Echo						0.00		0.00						
聲骸		普攻·赫卡忒第二段傷害	共鳴解放		湮滅	Damage	攻擊	14.00%	15.16%	16.30%	17.92%	19.06%	20.38%	22.22%	24.06%	25.90%	27.84%	0.00	0.00	2.00	0.5000		Echo						0.00		0.00						
聲骸		強化攻擊·弦樂·赫卡忒傷害	共鳴解放		湮滅	Damage	攻擊	175.00%	189.36%	203.70%	223.80%	238.15%	254.65%	277.62%	300.57%	323.53%	347.93%	0.00	0.00	2.00	1.0000		Echo						0.00		0.00						
聲骸		強化攻擊·管樂·赫卡忒傷害	共鳴解放		湮滅	Damage	攻擊	166.26%	179.89%	193.53%	212.62%	226.24%	241.92%	263.73%	285.55%	307.36%	330.53%	0.00	0.00	2.00	1.0000		Echo						0.00		0.00						
聲骸		強化攻擊·彩樂·赫卡忒傷害	共鳴解放		湮滅	Damage	攻擊	175.00%	189.36%	203.70%	223.80%	238.15%	254.65%	277.62%	300.57%	323.53%	347.93%	0.00	0.00	2.00	1.0000		Echo						0.00		0.00						
共鳴解放		謝幕傷害	共鳴解放		湮滅	Damage	攻擊	234.00%	253.19%	272.38%	299.24%	318.43%	340.50%	371.20%	401.90%	432.60%	465.22%	2.93	5.85	1.00	1.1700		Liberation						20.00		2.93		24				
共鳴技能			變奏技能	1	湮滅	Damage	攻擊	300.00%	324.60%	349.20%	383.64%	408.24%	436.53%	475.89%	515.25%	554.61%	596.43%	10.00	0.00	1.00	1.2000		Skill						0.00		10.00						
變奏		致命組歌傷害-1	變奏技能	2	湮滅	Damage	攻擊	40.55%	43.87%	47.20%	51.85%	55.18%	59.00%	64.32%	69.64%	74.96%	80.61%	4.00	0.00	1.00	0.5068		Intro						0.00		4.00						
變奏		致命組歌傷害-2	變奏技能	3	湮滅	Damage	攻擊	60.82%	65.81%	70.79%	77.78%	82.76%	88.50%	96.48%	104.46%	112.44%	120.91%	6.00	0.00	1.00	0.7602		Intro						0.00		6.00						
共鳴技能		永生組歌傷害-1	變奏技能	4	湮滅	Damage	攻擊	300.00%	324.60%	349.20%	383.64%	408.24%	436.53%	475.89%	515.25%	554.61%	596.43%	10.00	0.00	1.00	1.2000		Skill						0.00		10.00						
變奏		致命組歌傷害	變奏技能		湮滅	Damage	攻擊	101.37%	109.68%	117.99%	129.63%	137.94%	147.50%	160.80%	174.10%	187.40%	201.52%	10.00	0.00	2.00	1.2670		Intro						10.00		10.00						
共鳴技能		永生組歌傷害	變奏技能		湮滅	Damage	攻擊	300.00%	324.60%	349.20%	383.64%	408.24%	436.53%	475.89%	515.25%	554.61%	596.43%	10.00	0.00	1.00	1.2000		Skill						10.00		10.00						
共鳴技能		亡與死的樂章傷害-1	共鳴回路	1	湮滅	Damage	攻擊	19.05%	20.62%	22.18%	24.37%	25.93%	27.72%	30.22%	32.72%	35.22%	37.88%	0.24	0.75	1.00	0.0953		Skill						0.75		0.24						
共鳴技能		亡與死的樂章傷害-2	共鳴回路	2	湮滅	Damage	攻擊	59.27%	64.13%	68.99%	75.80%	80.66%	86.24%	94.02%	101.80%	109.57%	117.83%	0.75	2.34	1.00	0.2964		Skill						2.34		0.75						
共鳴技能		永不消逝的夢囈傷害-1	共鳴回路	3	湮滅	Damage	攻擊	11.67%	12.63%	13.59%	14.93%	15.89%	16.99%	18.52%	20.05%	21.58%	23.21%	0.15	0.50	1.00	0.1000		Skill						0.50		0.15						
共鳴技能		永不消逝的夢囈傷害-2	共鳴回路	4	湮滅	Damage	攻擊	23.34%	25.26%	27.17%	29.85%	31.77%	33.97%	37.03%	40.09%	43.15%	46.41%	0.30	1.00	1.00	0.2000		Skill						1.00		0.30						
共鳴技能		永不消逝的夢囈傷害-3	共鳴回路	5	湮滅	Damage	攻擊	163.38%	176.78%	190.18%	208.94%	222.33%	237.74%	259.17%	280.61%	302.05%	324.82%	2.05	7.00	1.00	1.4000		Skill						7.00		2.05						
共鳴技能			共鳴回路	6	湮滅	Damage	攻擊	34.29%	37.11%	39.92%	43.86%	46.67%	49.90%	54.40%	58.90%	63.40%	68.18%	0.24	0.75	1.00	0.0953		Skill						0.75		0.24						
共鳴技能			共鳴回路	7	湮滅	Damage	攻擊	106.68%	115.43%	124.18%	136.43%	145.18%	155.24%	169.23%	183.23%	197.22%	212.10%	0.75	2.34	1.00	0.2964		Skill						2.34		0.75						
共鳴技能			共鳴回路	8	湮滅	Damage	攻擊	21.01%	22.73%	24.46%	26.87%	28.59%	30.57%	33.33%	36.08%	38.84%	41.77%	0.15	0.50	1.00	0.1000		Skill						0.50		0.15						
共鳴技能			共鳴回路	9	湮滅	Damage	攻擊	42.02%	45.46%	48.91%	53.73%	57.17%	61.14%	66.65%	72.16%	77.67%	83.53%	0.30	1.00	1.00	0.2000		Skill						1.00		0.30						
共鳴技能			共鳴回路	10	湮滅	Damage	攻擊	294.09%	318.20%	342.32%	376.08%	400.19%	427.93%	466.51%	505.09%	543.68%	584.67%	2.05	7.00	1.00	1.4000		Skill						7.00		2.05						
共鳴技能		亡與死的樂章傷害	共鳴回路		湮滅	Damage	攻擊	254.01%	274.87%	295.69%	324.88%	345.70%	369.60%	402.94%	436.28%	469.59%	505.01%	3.21	10.02	7.00	1.2704		Skill						10.02		3.21						
共鳴技能		永不消逝的夢囈傷害	共鳴回路		湮滅	Damage	攻擊	233.40%	252.56%	271.71%	298.51%	317.66%	339.67%	370.28%	400.90%	431.52%	464.07%	2.95	10.00	6.00	2.0000		Skill						10.00		2.95						
