技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴解放		月弓·普攻第一段傷害-1	常態攻擊	14	氣動	Damage	攻擊	63.60%	68.82%	74.04%	81.34%	86.55%	92.55%	100.89%	109.24%	117.58%	126.45%	2.33	2.65	1.00	0.5300		Liberation						2.65		2.33						
共鳴解放		月弓·普攻第二段傷害-1	常態攻擊	15	氣動	Damage	攻擊	28.00%	30.30%	32.60%	35.81%	38.11%	40.75%	44.42%	48.09%	51.77%	55.67%	1.09	1.17	1.00	0.2334		Liberation						1.17		1.09						
共鳴解放		月弓·普攻第三段傷害-1	常態攻擊	16	氣動	Damage	攻擊	84.00%	90.89%	97.78%	107.42%	114.31%	122.23%	133.25%	144.27%	155.30%	167.01%	3.00	3.50	1.00	0.7000		Liberation						3.50		3.00						
共鳴解放			常態攻擊	17	氣動	Damage	攻擊	84.00%	90.89%	97.78%	107.42%	114.31%	122.23%	133.25%	144.27%	155.30%	167.01%	3.00	3.50	1.00	0.7000		Liberation						3.50		3.00						
普攻		月環·普攻第一段傷害	常態攻擊		氣動	Damage	攻擊	44.10%	47.72%	51.34%	56.40%	60.02%	64.17%	69.96%	75.75%	81.53%	87.68%	1.23	1.23	1.00	0.4900		Basic						1.23		1.23						
普攻		月環·普攻第二段傷害	常態攻擊		氣動	Damage	攻擊	70.21%	75.97%	81.73%	89.79%	95.54%	102.16%	111.37%	120.58%	129.79%	139.58%	1.97	1.97	3.00	0.7800		Basic						1.97		1.97						
普攻		月環·普攻第三段傷害	常態攻擊		氣動	Damage	攻擊	134.12%	145.12%	156.12%	171.51%	182.49%	195.15%	212.73%	230.33%	247.93%	266.61%	3.73	3.73	3.00	1.4900		Basic						3.73		3.73						
普攻		空中攻擊	常態攻擊		氣動	Damage	攻擊	54.00%	58.44%	62.86%	69.06%	73.50%	78.58%	85.68%	92.76%	99.84%	107.36%	1.50	3.00	2.00	0.6000		Basic			30.00			3.00		1.50						
普攻		月環·閃避反擊	常態攻擊		氣動	Damage	攻擊	125.12%	135.37%	145.63%	160.00%	170.25%	182.06%	198.46%	214.88%	231.28%	248.73%	2.00	3.97	3.00	1.5000		Basic						3.97		2.00						
共鳴解放		月弓·普攻第一段傷害	常態攻擊		氣動	Damage	攻擊	63.60%	68.82%	74.04%	81.34%	86.55%	92.55%	100.89%	109.24%	117.58%	126.45%	2.33	2.65	1.00	0.5300		Liberation						2.65		2.33						
共鳴解放		月弓·普攻第二段傷害	常態攻擊		氣動	Damage	攻擊	84.00%	90.90%	97.80%	107.43%	114.33%	122.25%	133.26%	144.27%	155.31%	167.01%	3.27	3.51	3.00	0.7002		Liberation						3.51		3.27						
共鳴解放		月弓·普攻第三段傷害	常態攻擊		氣動	Damage	攻擊	168.00%	181.78%	195.56%	214.84%	228.62%	244.46%	266.50%	288.54%	310.60%	334.02%	6.00	7.00	2.00	1.4000		Liberation						7.00		6.00						
共鳴解放		月弓·閃避反擊傷害	常態攻擊		氣動	Damage	攻擊	156.00%	168.81%	181.59%	199.50%	212.31%	227.01%	247.47%	267.93%	288.42%	310.17%	1.77	3.51	3.00	1.5000		Liberation						3.51		1.77						
共鳴技能		原初的律動傷害-1	共鳴技能	1	氣動	Damage	攻擊	9.38%	10.15%	10.92%	12.00%	12.77%	13.65%	14.88%	16.11%	17.34%	18.65%	0.33	0.00	1.00	0.0715		Skill						0.00		0.33						
共鳴技能		原初的律動傷害-2	共鳴技能	2	氣動	Damage	攻擊	65.65%	71.04%	76.42%	83.96%	89.34%	95.53%	104.15%	112.76%	121.37%	130.52%	2.27	0.00	1.00	0.5000		Skill						0.00		2.27						
共鳴技能		告終的喧響傷害-1	共鳴技能	3	氣動	Damage	攻擊	70.79%	76.59%	82.40%	90.52%	96.33%	103.00%	112.29%	121.58%	130.87%	140.73%	2.69	0.00	1.00	0.6600		Skill						0.00		2.69						
共鳴技能		未終的喧響傷害-1	共鳴技能	4	氣動	Damage	攻擊	70.79%	76.59%	82.40%	90.52%	96.33%	103.00%	112.29%	121.58%	130.87%	140.73%	2.69	0.00	1.00	0.6600		Skill						0.00		2.69						
共鳴技能		告終的喧響傷害-2	共鳴技能	5	氣動	Damage	攻擊	72.93%	78.92%	84.90%	93.27%	99.25%	106.13%	115.69%	125.26%	134.83%	145.00%	2.77	0.00	1.00	0.6800		Skill						0.00		2.77						
共鳴技能		未終的喧響傷害-2	共鳴技能		氣動	Damage	攻擊	72.93%	78.92%	84.90%	93.27%	99.25%	106.13%	115.69%	125.26%	134.83%	145.00%	2.77	0.00	1.00	0.6800		Skill						0.00		2.77						
共鳴解放		越限的弦引傷害-1	共鳴技能	6	氣動	Damage	攻擊	110.55%	119.62%	128.69%	141.38%	150.44%	160.87%	175.37%	189.87%	204.38%	219.79%	4.68	0.00	1.00	1.0000		Liberation						0.00		4.68						
共鳴解放			共鳴技能	7	氣動	Damage	攻擊	110.55%	119.62%	128.69%	141.38%	150.44%	160.87%	175.37%	189.87%	204.38%	219.79%	4.68	0.00	1.00	1.0000		Liberation						0.00		4.68						
共鳴技能		原初的律動傷害	共鳴技能		氣動	Damage	攻擊	131.31%	142.09%	152.86%	167.96%	178.73%	191.08%	208.31%	225.53%	242.75%	261.07%	4.58	0.00	8.00	1.0005		Skill						6.00		4.58		6				
共鳴技能		告終的喧響傷害	共鳴技能		氣動	Damage	攻擊	214.51%	232.10%	249.70%	274.31%	291.91%	312.13%	340.27%	368.42%	396.57%	426.46%	8.15	0.00	3.00	2.0000		Skill						8.00		8.15		8				
共鳴技能		未終的喧響傷害	共鳴技能		氣動	Damage	攻擊	214.51%	232.10%	249.70%	274.31%	291.91%	312.13%	340.27%	368.42%	396.57%	426.46%	8.15	0.00	3.00	2.0000		Skill						8.00		8.15		8				
共鳴解放		越限的弦引傷害	共鳴技能		氣動	Damage	攻擊	221.10%	239.24%	257.38%	282.76%	300.88%	321.74%	350.74%	379.74%	408.76%	439.58%	9.36	0.00	2.00	2.0000		Liberation						8.00		9.36		10				
共鳴解放		溺失月海-1	共鳴解放	1	氣動	Damage	攻擊	550.00%	595.10%	640.20%	703.34%	748.44%	800.31%	872.47%	944.63%	1016.79%	1093.46%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
共鳴解放		溺失月海	共鳴解放		氣動	Damage	攻擊	550.00%	595.10%	640.20%	703.34%	748.44%	800.31%	872.47%	944.63%	1016.79%	1093.46%	0.00	0.00	1.00	4.0000		Liberation						20.00		0.00	125	25				
變奏		照我以顯-1	變奏技能	1	氣動	Damage	攻擊	8.00%	8.66%	9.32%	10.24%	10.89%	11.65%	12.70%	13.74%	14.79%	15.91%	1.00	0.00	1.00	0.1500		Intro						0.00		1.00						
變奏		照我以顯-2	變奏技能	2	氣動	Damage	攻擊	24.00%	25.97%	27.94%	30.70%	32.66%	34.93%	38.08%	41.22%	44.37%	47.72%	3.00	0.00	1.00	0.4500		Intro						0.00		3.00						
變奏		照我以顯	變奏技能		氣動	Damage	攻擊	80.00%	86.59%	93.18%	102.38%	108.89%	116.48%	126.98%	137.40%	147.90%	159.09%	10.00	0.00	8.00	1.5000		Intro						10.00		10.00						
共鳴解放		月弓·普攻第一段強化傷害-1	共鳴回路	1	氣動	Damage	攻擊	103.60%	112.10%	120.60%	132.49%	140.98%	150.75%	164.35%	177.94%	191.53%	205.97%	2.33	2.65	1.00	0.5300		Liberation						2.65		2.33						
共鳴解放		月弓·普攻第二段強化傷害-1	共鳴回路	2	氣動	Damage	攻擊	48.00%	51.94%	55.88%	61.39%	65.32%	69.85%	76.15%	82.44%	88.74%	95.43%	1.09	1.17	1.00	0.2334		Liberation						1.17		1.09						
共鳴解放		月弓·普攻第三段強化傷害-1	共鳴回路	3	氣動	Damage	攻擊	134.00%	144.99%	155.98%	171.36%	182.35%	194.99%	212.57%	230.15%	247.73%	266.41%	3.00	3.50	1.00	0.7000		Liberation						3.50		3.00						
共鳴解放			共鳴回路	4	氣動	Damage	攻擊	134.00%	144.99%	155.98%	171.36%	182.35%	194.99%	212.57%	230.15%	247.73%	266.41%	3.00	3.50	1.00	0.7000		Liberation						3.50		3.00						
共鳴解放		越限的弦引強化傷害-1	共鳴回路	5	氣動	Damage	攻擊	160.55%	173.72%	186.89%	205.32%	218.48%	233.62%	254.69%	275.75%	296.81%	319.19%	4.68	0.00	1.00	1.0000		Liberation						0.00		4.68						
共鳴解放			共鳴回路	6	氣動	Damage	攻擊	160.55%	173.72%	186.89%	205.32%	218.48%	233.62%	254.69%	275.75%	296.81%	319.19%	4.68	0.00	1.00	1.0000		Liberation						0.00		4.68						
共鳴解放		月弓·閃避反擊強化傷害-1	共鳴回路	7	氣動	Damage	攻擊	78.67%	85.12%	91.57%	100.60%	107.05%	114.47%	124.79%	135.11%	145.44%	156.40%	0.59	1.17	1.00	0.5000		Liberation						1.17		0.59						
普攻		月弓·普攻第一段治療量-1	共鳴回路	8	-	Healing	攻擊	13.03%	14.10%	15.17%	16.67%	17.73%	18.96%	20.67%	22.38%	24.09%	25.91%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		月弓·普攻第二段治療量-1	共鳴回路	9	-	Healing	攻擊	13.03%	14.10%	15.17%	16.67%	17.73%	18.96%	20.67%	22.38%	24.09%	25.91%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		月弓·普攻第三段治療量-1	共鳴回路	10	-	Healing	攻擊	24.43%	26.44%	28.44%	31.24%	33.25%	35.55%	38.75%	41.96%	45.16%	48.57%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		月弓·閃避反擊治療量-1	共鳴回路	11	-	Healing	攻擊	16.29%	17.63%	18.96%	20.83%	22.17%	23.70%	25.84%	27.97%	30.11%	32.38%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		越限的弦引治療量-1	共鳴回路	12	-	Healing	攻擊	24.43%	26.44%	28.44%	31.24%	33.25%	35.55%	38.75%	41.96%	45.16%	48.57%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
共鳴解放		至臻的完滿傷害-1	共鳴回路	13	氣動	Damage	攻擊	80.00%	86.56%	93.12%	102.31%	108.87%	116.41%	126.91%	137.40%	147.90%	159.05%	5.00	0.00	1.00	2.0000		Liberation						0.00		5.00						
共鳴解放			共鳴回路	14	氣動	Damage	攻擊	1680.00%	1686.56%	1693.12%	1702.31%	1708.87%	1716.41%	1726.91%	1737.40%	1747.90%	1759.05%	5.00	0.00	1.00	2.0000		Liberation						0.00		5.00						
共鳴解放		流變·月弓傷害-1	共鳴回路	15	氣動	Damage	攻擊	126.00%	136.34%	146.67%	161.13%	171.47%	183.35%	199.88%	216.41%	232.94%	250.51%	3.50	7.00	1.00	1.4000		Liberation						7.00		3.50						
共鳴解放		流變·月環傷害-1	共鳴回路	16	氣動	Damage	攻擊	39.83%	43.10%	46.36%	50.93%	54.20%	57.95%	63.18%	68.40%	73.63%	79.18%	1.11	2.22	1.00	0.4425		Liberation						2.22		1.11						
共鳴解放			共鳴回路	17	氣動	Damage	攻擊	39.83%	43.10%	46.36%	50.93%	54.20%	57.95%	63.18%	68.40%	73.63%	79.18%	1.11	2.22	1.00	0.4425		Liberation						2.22		1.11						
共鳴解放			共鳴回路	18	氣動	Damage	攻擊	39.83%	43.10%	46.36%	50.93%	54.20%	57.95%	63.18%	68.40%	73.63%	79.18%	1.11	2.22	1.00	0.4425		Liberation						2.22		1.11						
共鳴解放			共鳴回路	19	氣動	Damage	攻擊	39.83%	43.10%	46.36%	50.93%	54.20%	57.95%	63.18%	68.40%	73.63%	79.18%	1.11	2.22	1.00	0.4425		Liberation						2.22		1.11						
		月相流轉持續時間	共鳴回路																															15			
共鳴解放		流變·月弓傷害	共鳴回路		氣動	Damage	攻擊	126.00%	136.34%	146.67%	161.13%	171.47%	183.35%	199.88%	216.41%	232.94%	250.51%	3.50	7.00	1.00	1.4000		Liberation			25.00			7.00		3.50						
共鳴解放		流變·月環傷害	共鳴回路		氣動	Damage	攻擊	159.32%	172.40%	185.44%	203.72%	216.80%	231.80%	252.72%	273.60%	294.52%	316.72%	4.44	8.88	4.00	1.7700		Liberation			25.00			8.88		4.44						
共鳴解放		月弓·普攻第一段強化傷害	共鳴回路		氣動	Damage	攻擊	103.60%	112.10%	120.60%	132.49%	140.98%	150.75%	164.35%	177.94%	191.53%	205.97%	2.33	2.65	1.00	0.5300		Liberation						2.65		2.33						
共鳴解放		月弓·普攻第二段強化傷害	共鳴回路		氣動	Damage	攻擊	144.00%	155.82%	167.64%	184.17%	195.96%	209.55%	228.45%	247.32%	266.22%	286.29%	3.27	3.51	3.00	0.7002		Liberation						3.51		3.27						
共鳴解放		月弓·普攻第三段強化傷害	共鳴回路		氣動	Damage	攻擊	268.00%	289.98%	311.96%	342.72%	364.70%	389.98%	425.14%	460.30%	495.46%	532.82%	6.00	7.00	2.00	1.4000		Liberation						7.00		6.00						
共鳴解放		月弓·閃避反擊強化傷害	共鳴回路		氣動	Damage	攻擊	236.01%	255.36%	274.71%	301.80%	321.15%	343.41%	374.37%	405.33%	436.32%	469.20%	1.77	3.51	3.00	1.5000		Liberation						3.51		1.77						
共鳴解放		越限的弦引強化傷害	共鳴回路		氣動	Damage	攻擊	321.10%	347.44%	373.78%	410.64%	436.96%	467.24%	509.38%	551.50%	593.62%	638.38%	9.36	0.00	2.00	2.0000		Liberation						0.00		9.36						
		月弓·普攻第一段額外回復協奏能量	共鳴回路																										4.00								
		月弓·普攻第二段額外回復協奏能量	共鳴回路																										6.00								
		月弓·普攻第三段額外回復協奏能量	共鳴回路																										10.00								
		月弓·閃避反擊額外回復協奏能量	共鳴回路																										8.00								
		越限的弦引額外回復協奏能量	共鳴回路																										10.00								
普攻		月弓·普攻第一段治療量	共鳴回路		-	Healing	攻擊	13.03%	14.10%	15.17%	16.67%	17.73%	18.96%	20.67%	22.38%	24.09%	25.91%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		月弓·普攻第二段治療量	共鳴回路		-	Healing	攻擊	13.03%	14.10%	15.17%	16.67%	17.73%	18.96%	20.67%	22.38%	24.09%	25.91%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		月弓·普攻第三段治療量	共鳴回路		-	Healing	攻擊	24.43%	26.44%	28.44%	31.24%	33.25%	35.55%	38.75%	41.96%	45.16%	48.57%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		月弓·閃避反擊治療量	共鳴回路		-	Healing	攻擊	16.29%	17.63%	18.96%	20.83%	22.17%	23.70%	25.84%	27.97%	30.11%	32.38%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
普攻		越限的弦引治療量	共鳴回路		-	Healing	攻擊	24.43%	26.44%	28.44%	31.24%	33.25%	35.55%	38.75%	41.96%	45.16%	48.57%	0.00	0.00	0.00	0.0000		Basic						0.00		0.00						
共鳴解放		至臻的完滿傷害	共鳴回路		氣動	Damage	攻擊	80.00%	86.56%	93.12%	102.31%	108.87%	116.41%	126.91%	137.40%	147.90%	159.05%	5.00	0.00	1.00	2.0000		Liberation						0.00		5.00						
		至臻的完滿治療量	共鳴回路																																		
		滿月領域持續時間	共鳴回路																															30			
