技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
普攻		空中攻擊傷害-1	常態攻擊	21	導電	Damage	攻擊	30.00%	32.46%	34.92%	38.37%	40.83%	43.66%	47.59%	51.53%	55.47%	59.65%	0.75	1.50	1.00	1.6000		Basic						1.50		0.75						
普攻		空中攻擊傷害-2	常態攻擊	22	導電	Damage	攻擊	30.00%	32.46%	34.92%	38.37%	40.83%	43.66%	47.59%	51.53%	55.47%	59.65%	0.75	1.50	1.00	0.3000		Basic						1.50		0.75						
普攻		閃避反擊傷害-1	常態攻擊	23	導電	Damage	攻擊	33.70%	36.47%	39.23%	43.10%	45.86%	49.04%	53.46%	57.88%	62.31%	67.00%	0.85	1.69	1.00	0.3370		Basic						1.69		0.85						
普攻			常態攻擊	24	導電	Damage	攻擊	33.70%	36.47%	39.23%	43.10%	45.86%	49.04%	53.46%	57.88%	62.31%	67.00%	0.85	1.69	1.00	0.3370		Basic						1.69		0.85						
重擊		閃避反擊·重擊·鳴鐵傷害-1	常態攻擊	25	導電	Damage	攻擊	23.34%	25.25%	27.16%	29.84%	31.76%	33.96%	37.02%	40.08%	43.14%	46.39%	0.59	1.17	1.00	0.2334		Heavy						1.17		0.59						
重擊		閃避反擊·爍雷·後撤傷害-1	常態攻擊	26	導電	Damage	攻擊	27.00%	29.22%	31.43%	34.53%	36.75%	39.29%	42.84%	46.38%	49.92%	53.68%	0.50	1.00	1.00	0.2000		Heavy						1.00		0.50						
普攻		空中閃避反擊傷害-1	常態攻擊	27	導電	Damage	攻擊	30.00%	32.46%	34.92%	38.37%	40.83%	43.66%	47.59%	51.53%	55.47%	59.65%	0.75	1.50	1.00	0.3000		Basic						1.50		0.75						
普攻			常態攻擊	28	導電	Damage	攻擊	30.00%	32.46%	34.92%	38.37%	40.83%	43.66%	47.59%	51.53%	55.47%	59.65%	0.75	1.50	1.00	0.3000		Basic						1.50		0.75						
普攻		第一段傷害	常態攻擊		導電	Damage	攻擊	28.90%	31.27%	33.64%	36.96%	39.33%	42.06%	45.85%	49.64%	53.43%	57.46%	0.73	1.45	1.00	0.2890		Basic						1.45		0.73						
普攻		第二段傷害	常態攻擊		導電	Damage	攻擊	67.40%	72.94%	78.46%	86.20%	91.72%	98.08%	106.92%	115.76%	124.62%	134.00%	1.70	3.38	2.00	0.6740		Basic						3.38		1.70						
普攻		第三段傷害	常態攻擊		導電	Damage	攻擊	99.00%	107.13%	115.26%	126.63%	134.73%	144.06%	157.05%	170.04%	183.03%	196.83%	2.49	4.95	3.00	0.9900		Basic						4.95		2.49						
普攻		第四段傷害	常態攻擊		導電	Damage	攻擊	97.53%	105.54%	113.52%	124.71%	132.72%	141.90%	154.71%	167.49%	180.30%	193.89%	2.46	4.89	3.00	0.9753		Basic						4.89		2.46						
重擊		重擊·鳴鐵傷害	常態攻擊		導電	Damage	攻擊	70.02%	75.75%	81.48%	89.52%	95.28%	101.88%	111.06%	120.24%	129.42%	139.17%	1.77	3.51	3.00	0.7002		Heavy			20.00			3.51		1.77						
普攻		空中攻擊傷害	常態攻擊		導電	Damage	攻擊	60.00%	64.92%	69.84%	76.74%	81.66%	87.32%	95.18%	103.06%	110.94%	119.30%	1.50	3.00	2.00	1.9000		Basic			30.00			3.00		1.50						
普攻		閃避反擊傷害	常態攻擊		導電	Damage	攻擊	67.40%	72.94%	78.46%	86.20%	91.72%	98.08%	106.92%	115.76%	124.62%	134.00%	1.70	3.38	2.00	0.6740		Basic						3.38		1.70						
普攻		空中閃避反擊傷害	常態攻擊		導電	Damage	攻擊	60.00%	64.92%	69.84%	76.74%	81.66%	87.32%	95.18%	103.06%	110.94%	119.30%	1.50	3.00	2.00	0.6000		Basic			30.00			3.00		1.50						
重擊		重擊·爍雷·後撤傷害	常態攻擊		導電	Damage	攻擊	27.00%	29.22%	31.43%	34.53%	36.75%	39.29%	42.84%	46.38%	49.92%	53.68%	0.50	1.00	1.00	0.2000		Heavy						1.00		0.50						
重擊		重擊·爍雷·旋切傷害	常態攻擊		導電	Damage	攻擊	213.84%	231.39%	248.91%	273.48%	291.00%	311.16%	339.24%	367.29%	395.34%	425.16%	4.47	8.91	3.00	1.7820		Heavy			20.00			8.91		4.47						
重擊		重擊·爍雷·升拳傷害	常態攻擊		導電	Damage	攻擊	180.00%	194.76%	209.52%	230.20%	244.96%	261.92%	285.54%	309.16%	332.78%	357.86%	3.76	7.50	2.00	3.0000		Heavy			20.00			7.50		3.76						
重擊		閃避反擊·重擊·鳴鐵傷害	常態攻擊		導電	Damage	攻擊	70.02%	75.75%	81.48%	89.52%	95.28%	101.88%	111.06%	120.24%	129.42%	139.17%	1.77	3.51	3.00	0.7002		Heavy						3.51		1.77						
重擊		閃避反擊·爍雷·後撤傷害	常態攻擊		導電	Damage	攻擊	27.00%	29.22%	31.43%	34.53%	36.75%	39.29%	42.84%	46.38%	49.92%	53.68%	0.50	1.00	1.00	0.2000		Heavy						1.00		0.50						
共鳴技能		斬鋒-1	共鳴技能	1	導電	Damage	攻擊	110.00%	119.02%	128.04%	140.67%	149.69%	160.07%	174.50%	188.93%	203.36%	218.70%	3.00	0.00	1.00	0.6600		Skill						0.00		3.00						
共鳴技能			共鳴技能	2	導電	Damage	攻擊	110.00%	119.02%	128.04%	140.67%	149.69%	160.07%	174.50%	188.93%	203.36%	218.70%	3.00	0.00	1.00	0.6600		Skill						0.00		3.00						
共鳴技能			共鳴技能	3	導電	Damage	攻擊	110.00%	119.02%	128.04%	140.67%	149.69%	160.07%	174.50%	188.93%	203.36%	218.70%	3.00	0.00	1.00	0.6600		Skill						0.00		3.00						
共鳴技能		斬鋒	共鳴技能		導電	Damage	攻擊	330.00%	357.06%	384.12%	422.01%	449.07%	480.21%	523.50%	566.79%	610.08%	656.10%	9.00	0.00	3.00	1.9800		Skill						10.00		9.00		15				
重擊		赫日威臨·烈陽傷害-1	共鳴解放	1	導電	Damage	攻擊	60.00%	64.92%	69.84%	76.73%	81.65%	87.31%	95.18%	103.05%	110.93%	119.29%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊			共鳴解放	2	導電	Damage	攻擊	60.00%	64.92%	69.84%	76.73%	81.65%	87.31%	95.18%	103.05%	110.93%	119.29%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊			共鳴解放	3	導電	Damage	攻擊	60.00%	64.92%	69.84%	76.73%	81.65%	87.31%	95.18%	103.05%	110.93%	119.29%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊			共鳴解放	4	導電	Damage	攻擊	75.00%	81.15%	87.30%	95.91%	102.06%	109.14%	118.98%	128.82%	138.66%	149.11%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊			共鳴解放	5	導電	Damage	攻擊	75.00%	81.15%	87.30%	95.91%	102.06%	109.14%	118.98%	128.82%	138.66%	149.11%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊			共鳴解放	6	導電	Damage	攻擊	75.00%	81.15%	87.30%	95.91%	102.06%	109.14%	118.98%	128.82%	138.66%	149.11%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊		赫日威臨·不朽者之肅傷害-1	共鳴解放	7	導電	Damage	攻擊	120.00%	129.84%	139.68%	153.46%	163.30%	174.62%	190.36%	206.10%	221.85%	238.58%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊		赫日威臨·不朽者之肅傷害-3	共鳴解放	8	導電	Damage	攻擊	3.00%	3.25%	3.50%	3.84%	4.09%	4.37%	4.76%	5.16%	5.55%	5.97%	0.00	0.05	1.00	0.1000		Heavy						0.05		0.00						
重擊		赫日威臨·不朽者之肅傷害-2	共鳴解放	9	導電	Damage	攻擊	450.00%	486.90%	523.80%	575.46%	612.36%	654.80%	713.84%	772.88%	831.92%	894.65%	0.00	7.50	1.00	3.0000		Heavy						7.50		0.00						
重擊			共鳴解放	10	導電	Damage	攻擊	150.00%	162.30%	174.60%	191.82%	204.12%	218.27%	237.95%	257.63%	277.31%	298.22%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊			共鳴解放	11	導電	Damage	攻擊	3.75%	4.06%	4.37%	4.80%	5.11%	5.46%	5.95%	6.45%	6.94%	7.46%	0.00	0.05	1.00	0.1000		Heavy						0.05		0.00						
重擊			共鳴解放	12	導電	Damage	攻擊	562.50%	608.63%	654.75%	719.33%	765.45%	818.50%	892.30%	966.10%	1039.90%	1118.31%	0.00	7.50	1.00	3.0000		Heavy						7.50		0.00						
重擊		共鳴解放·誓鋒不殞傷害-1	共鳴解放	13	導電	Damage	攻擊	16.59%	17.96%	19.32%	21.22%	22.58%	24.15%	26.32%	28.50%	30.67%	32.99%	0.15	0.00	1.00	0.1200		Heavy						0.00		0.15						
重擊		共鳴解放·誓鋒不殞傷害-2	共鳴解放	14	導電	Damage	攻擊	66.36%	71.81%	77.25%	84.87%	90.31%	96.57%	105.27%	113.98%	122.68%	131.94%	0.57	0.00	1.00	0.4800		Heavy						0.00		0.57						
重擊		共鳴解放·誓鋒不殞傷害-3	共鳴解放	15	導電	Damage	攻擊	287.56%	311.14%	334.72%	367.74%	391.32%	418.43%	456.16%	493.89%	531.62%	571.70%	2.43	0.00	1.00	2.0800		Heavy						0.00		2.43						
重擊		共鳴解放·誓鋒不殞傷害	共鳴解放		導電	Damage	攻擊	553.00%	598.41%	643.75%	707.23%	752.57%	804.74%	877.25%	949.83%	1022.34%	1099.48%	4.74	0.00	8.00	4.0000		Heavy						20.00		4.74	125	25				
重擊		赫日威臨·烈陽傷害	共鳴解放		導電	Damage	攻擊	60.00%	64.92%	69.84%	76.73%	81.65%	87.31%	95.18%	103.05%	110.93%	119.29%	0.00	2.00	1.00	1.5000		Heavy						2.00		0.00						
重擊		赫日威臨·不朽者之肅傷害	共鳴解放		導電	Damage	攻擊	600.00%	649.24%	698.48%	767.32%	816.56%	873.12%	951.80%	1030.58%	1109.27%	1192.93%	0.00	10.00	12.00	5.5000		Heavy						10.00		0.00		3				
		共鳴解放·赫日威臨冷卻時間	共鳴解放																														25				
變奏		灼金的巡行-1	變奏技能	1	導電	Damage	攻擊	50.00%	54.10%	58.20%	63.94%	68.04%	72.76%	79.32%	85.88%	92.44%	99.41%	5.00	0.00	1.00	0.6000		Intro						0.00		5.00						
變奏		灼金的巡行	變奏技能		導電	Damage	攻擊	100.00%	108.20%	116.40%	127.88%	136.08%	145.52%	158.64%	171.76%	184.88%	198.82%	10.00	0.00	2.00	1.2000		Intro						0.00		10.00						
共鳴技能		共鳴技能·不敗恆陽·迅擊傷害-1	共鳴回路	1	導電	Damage	攻擊	70.00%	75.74%	81.48%	89.52%	95.26%	101.86%	111.05%	120.23%	129.41%	139.17%	2.50	3.50	1.00	1.0000		Skill						3.50		2.50						
共鳴技能			共鳴回路	2	導電	Damage	攻擊	70.00%	75.74%	81.48%	89.52%	95.26%	101.86%	111.05%	120.23%	129.41%	139.17%	2.50	3.50	1.00	1.0000		Skill						3.50		2.50						
共鳴技能		共鳴技能·不敗恆陽·躍空傷害-1	共鳴回路	3	導電	Damage	攻擊	112.00%	121.19%	130.37%	143.23%	152.41%	162.98%	177.67%	192.36%	207.06%	222.67%	4.00	5.60	1.00	1.6000		Skill						5.60		4.00						
共鳴技能		共鳴技能·不敗恆陽·躍空傷害-2	共鳴回路	4	導電	Damage	攻擊	14.00%	15.15%	16.30%	17.91%	19.06%	20.38%	22.21%	24.05%	25.89%	27.84%	0.50	0.70	1.00	1.6000		Skill						0.70		0.50						
共鳴技能			共鳴回路	5	導電	Damage	攻擊	14.00%	15.15%	16.30%	17.91%	19.06%	20.38%	22.21%	24.05%	25.89%	27.84%	0.50	0.70	1.00	1.6000		Skill						0.70		0.50						
重擊			共鳴回路	6	導電	Damage	攻擊											0.00	0.00	0.00	0.0000		Heavy						0.00		0.00						
重擊		共鳴技能·不敗恆陽·落襲傷害-1	共鳴回路	7	導電	Damage	攻擊	43.55%	47.13%	50.70%	55.70%	59.27%	63.37%	69.09%	74.80%	80.52%	86.59%	1.10	0.00	1.00	1.6000		Heavy						0.00		1.10						
重擊		共鳴技能·不敗恆陽·落襲傷害-2	共鳴回路	8	導電	Damage	攻擊	391.95%	424.09%	456.23%	501.23%	533.37%	570.33%	621.76%	673.18%	724.60%	779.24%	9.90	0.00	1.00	3.6000		Heavy						0.00		9.90						
重擊			共鳴回路	9	導電	Damage	攻擊											0.00	0.00	0.00	0.0000		Heavy						0.00		0.00						
重擊			共鳴回路	10	導電	Damage	攻擊	54.44%	58.91%	63.37%	69.62%	74.08%	79.22%	86.36%	93.50%	100.64%	108.23%	1.10	0.00	1.00	1.6000		Heavy						0.00		1.10						
重擊			共鳴回路	11	導電	Damage	攻擊	489.94%	530.12%	570.29%	626.54%	666.71%	712.91%	777.19%	841.47%	905.75%	974.05%	9.90	0.00	1.00	3.6000		Heavy						0.00		9.90						
共鳴技能			共鳴回路	12	導電	Damage	攻擊	70.00%	75.74%	81.48%	89.52%	95.26%	101.86%	111.05%	120.23%	129.41%	139.17%	2.50	3.50	1.00	1.0000		Skill						3.50		2.50						
共鳴技能		 空中閃避反擊·不敗恆陽·迅擊傷害-1	共鳴回路	13	導電	Damage	攻擊	70.00%	75.74%	81.48%	89.52%	95.26%	101.86%	111.05%	120.23%	129.41%	139.17%	2.50	3.50	1.00	1.0000		Skill						3.50		2.50						
重擊			共鳴回路	14	導電	Damage	攻擊	70.00%	75.74%	81.48%	89.52%	95.26%	101.86%	111.05%	120.23%	129.41%	139.17%	2.50	3.50	1.00	1.0000		Heavy						3.50		2.50						
共鳴技能		共鳴技能·不敗恆陽·迅擊傷害	共鳴回路		導電	Damage	攻擊	140.00%	151.48%	162.96%	179.04%	190.52%	203.72%	222.10%	240.46%	258.82%	278.34%	5.00	7.00	2.00	2.0000		Skill			10.00			7.00		5.00						
共鳴技能		共鳴技能·不敗恆陽·躍空傷害	共鳴回路		導電	Damage	攻擊	140.00%	151.49%	162.97%	179.05%	190.53%	203.74%	222.09%	240.46%	258.84%	278.35%	5.00	7.00	3.00	4.8000		Skill			10.00			7.00		5.00						
重擊		共鳴技能·不敗恆陽·落襲傷害	共鳴回路		導電	Damage	攻擊	435.50%	471.22%	506.93%	556.93%	592.64%	633.70%	690.85%	747.98%	805.12%	865.83%	11.00	0.00	2.00	5.2000		Heavy						7.00		11.00						
共鳴技能		空中閃避反擊·不敗恆陽·迅擊傷害	共鳴回路		導電	Damage	攻擊	140.00%	151.48%	162.96%	179.04%	190.52%	203.72%	222.10%	240.46%	258.82%	278.34%	5.00	7.00	2.00	2.0000		Skill						7.00		5.00						
