技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
重擊		重擊傷害-1	常態攻擊	11	衍射	Damage	攻擊	50.00%	54.10%	58.20%	63.94%	68.04%	72.76%	79.32%	85.88%	92.44%	99.41%	2.50	8.00	1.00	0.8000		Heavy						8.00		2.50						
普攻		第一段傷害	常態攻擊		衍射	Damage	攻擊	19.04%	20.61%	22.17%	24.35%	25.91%	27.71%	30.21%	32.70%	35.20%	37.86%	0.95	3.04	1.00	0.3047		Basic						3.04		0.95						
普攻		第二段傷害	常態攻擊		衍射	Damage	攻擊	25.73%	27.84%	29.95%	32.91%	35.02%	37.44%	40.82%	44.19%	47.57%	51.16%	1.28	4.11	1.00	0.4117		Basic						4.11		1.28						
普攻		第三段傷害	常態攻擊		衍射	Damage	攻擊	25.74%	27.84%	29.96%	32.92%	35.02%	37.44%	40.82%	44.20%	47.58%	51.16%	1.28	4.10	2.00	0.4118		Basic						4.10		1.28						
普攻		第四段傷害	常態攻擊		衍射	Damage	攻擊	33.86%	36.64%	39.42%	43.30%	46.08%	49.27%	53.72%	58.16%	62.60%	67.32%	1.69	5.41	1.00	0.5418		Basic						5.41		1.69						
普攻		第五段傷害	常態攻擊		衍射	Damage	攻擊	36.03%	38.98%	41.93%	46.07%	49.02%	52.42%	57.14%	61.87%	66.60%	71.62%	1.80	5.76	1.00	0.5764		Basic						5.76		1.80						
重擊		重擊傷害	常態攻擊		衍射	Damage	攻擊	50.00%	54.10%	58.20%	63.94%	68.04%	72.76%	79.32%	85.88%	92.44%	99.41%	2.50	8.00	1.00	0.8000		Heavy			30.00			8.00		2.50						
普攻		空中攻擊第一段傷害	常態攻擊		衍射	Damage	攻擊	28.35%	30.68%	33.00%	36.26%	38.58%	41.26%	44.98%	48.70%	52.42%	56.37%	1.41	4.53	1.00	0.4536		Basic			5.00			4.53		1.41						
普攻		空中攻擊第二段傷害	常態攻擊		衍射	Damage	攻擊	26.75%	28.95%	31.14%	34.21%	36.41%	38.93%	42.44%	45.95%	49.46%	53.19%	1.33	4.28	1.00	0.4280		Basic			5.00			4.28		1.33						
普攻		空中攻擊第三段傷害	常態攻擊		衍射	Damage	攻擊	38.37%	41.52%	44.64%	49.05%	52.20%	55.83%	60.84%	65.88%	70.92%	76.26%	1.89	6.12	3.00	0.6138		Basic			5.00			6.12		1.89						
重擊		空中重擊傷害	常態攻擊		衍射	Damage	攻擊	31.00%	33.55%	36.09%	39.65%	42.19%	45.11%	49.18%	53.25%	57.31%	61.64%	0.51	1.00	1.00	0.4960		Heavy			30.00			1.00		0.51						
普攻		閃避反擊傷害	常態攻擊		衍射	Damage	攻擊	65.00%	70.33%	75.66%	83.13%	88.46%	94.59%	103.11%	111.64%	120.17%	129.23%	3.25	5.60	1.00	1.5000		Basic						5.60		3.25						
共鳴技能		擴繁試驗-1	共鳴技能	1	衍射	Damage	攻擊	18.00%	19.48%	20.96%	23.02%	24.50%	26.20%	28.56%	30.92%	33.28%	35.79%	3.00	0.00	1.00	0.4000		Skill						0.00		3.00						
共鳴技能		擴繁試驗-2	共鳴技能	2	衍射	Damage	攻擊	36.00%	38.96%	41.91%	46.04%	48.99%	52.39%	57.11%	61.83%	66.56%	71.58%	6.00	0.00	1.00	0.8000		Skill						0.00		6.00						
共鳴技能		擴繁試驗	共鳴技能		衍射	Damage	攻擊	90.00%	97.40%	104.79%	115.10%	122.49%	130.99%	142.79%	154.59%	166.40%	178.95%	15.00	0.00	4.00	2.0000		Skill						30.00		15.00		12				
共鳴解放		草木生長-1	共鳴解放	1	衍射	Damage	攻擊	100.00%	108.20%	116.40%	127.88%	136.08%	145.51%	158.63%	171.75%	184.87%	198.81%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
		草木生長治療量-1	共鳴解放	2	-	Healing	攻擊	500 +11.34%	600 +13.04%	700 +14.17%	800 +15.87%	825 +17.0%	890 +18.14%	900 +19.27%	915 +20.4%	930 +21.54%	950 +23.8%	0.00	0.00	0.00	0.0000		-						0.00		0.00						
		協同攻擊治療量-1	共鳴解放	3	-	Healing	攻擊	225 +5.1%	270 +5.87%	315 +6.38%	360 +7.14%	372 +7.65%	401 +8.16%	405 +8.67%	412 +9.18%	419 +9.69%	428 +10.71%	0.00	0.00	0.00	0.0000		-						0.00		0.00						
共鳴解放		協同攻擊傷害-1	共鳴解放	4	衍射	Damage	攻擊	5.00%	5.41%	5.82%	6.40%	6.81%	7.28%	7.94%	8.59%	9.25%	9.95%	0.00	0.00	1.00	0.2000	1	Liberation						0.00		0.00						
			共鳴解放	5	-	Healing	攻擊	252 +5.72%	303 +6.57%	353 +7.14%	404 +8.0%	416 +8.57%	449 +9.14%	454 +9.72%	462 +10.29%	469 +10.86%	479 +12.0%	0.00	0.00	0.00	0.0000		-						0.00		0.00						
共鳴解放		草木生長	共鳴解放		衍射	Damage	攻擊	100.00%	108.20%	116.40%	127.88%	136.08%	145.51%	158.63%	171.75%	184.87%	198.81%	0.00	0.00	1.00	4.0000		Liberation						20.00		0.00	175	25				
		草木生長治療量	共鳴解放		-	Healing	攻擊	500 +11.34%	600 +13.04%	700 +14.17%	800 +15.87%	825 +17.0%	890 +18.14%	900 +19.27%	915 +20.4%	930 +21.54%	950 +23.8%	0.00	0.00	0.00	0.0000		-						0.00		0.00						
共鳴解放		協同攻擊傷害	共鳴解放		衍射	Damage	攻擊	5.00%	5.41%	5.82%	6.40%	6.81%	7.28%	7.94%	8.59%	9.25%	9.95%	0.00	0.00	1.00	0.2000	1	Liberation						0.00		0.00						
		協同攻擊治療量	共鳴解放		-	Healing	攻擊	225 +5.1%	270 +5.87%	315 +6.38%	360 +7.14%	372 +7.65%	401 +8.16%	405 +8.67%	412 +9.18%	419 +9.69%	428 +10.71%	0.00	0.00	0.00	0.0000		-						0.00		0.00						
		光合標記持續時間	共鳴解放																															12			
變奏		蔓延-1	變奏技能	1	衍射	Damage	攻擊	50.00%	54.10%	58.20%	63.94%	68.04%	72.76%	79.32%	85.88%	92.44%	99.41%	10.00	0.00	1.00	0.4492		Intro						0.00		10.00						
變奏		蔓延	變奏技能		衍射	Damage	攻擊	50.00%	54.10%	58.20%	63.94%	68.04%	72.76%	79.32%	85.88%	92.44%	99.41%	10.00	0.00	1.00	0.4492		Intro						10.00		10.00						
重擊		重擊·星星花綻放傷害-1	共鳴回路	1	衍射	Damage	攻擊	32.67%	35.35%	38.03%	41.78%	44.46%	47.54%	51.82%	56.11%	60.40%	64.95%	1.16	1.86	1.00	0.3734		Heavy						1.86		1.16						
重擊		重擊·星星花綻放傷害-2	共鳴回路	2	衍射	Damage	攻擊	49.00%	53.02%	57.04%	62.67%	66.68%	71.30%	77.73%	84.16%	90.59%	97.42%	1.75	2.80	1.00	0.5600		Heavy						2.80		1.75						
			共鳴回路	3	-	Healing	攻擊	625 +14.17%	750 +16.3%	875 +17.71%	1000 +19.84%	1032 +21.25%	1113 +22.67%	1125 +24.09%	1144 +25.5%	1163 +26.92%	1188 +29.75%	0.00	0.00	0.00	0.0000		-						0.00		0.00						
普攻		空中攻擊·星星花綻放第一段傷害-1	共鳴回路	4	衍射	Damage	攻擊	34.02%	36.81%	39.60%	43.51%	46.30%	49.51%	53.97%	58.43%	62.90%	67.64%	1.41	4.53	1.00	0.4536		Basic						4.53		1.41						
普攻		空中攻擊·星星花綻放第二段傷害-1	共鳴回路	5	衍射	Damage	攻擊	32.10%	34.74%	37.37%	41.05%	43.69%	46.71%	50.93%	55.14%	59.35%	63.82%	1.33	4.28	1.00	0.4280		Basic						4.28		1.33						
普攻		空中攻擊·星星花綻放第三段傷害-1	共鳴回路	6	衍射	Damage	攻擊	15.34%	16.60%	17.86%	19.62%	20.88%	22.33%	24.34%	26.35%	28.36%	30.50%	0.63	2.04	1.00	0.2046		Basic						2.04		0.63						
重擊		重擊·星星花綻放傷害	共鳴回路		衍射	Damage	攻擊	81.67%	88.37%	95.07%	104.45%	111.14%	118.84%	129.55%	140.27%	150.99%	162.37%	2.91	4.66	2.00	0.9334		Heavy						4.66		2.91						
普攻		空中攻擊·星星花綻放第一段傷害	共鳴回路		衍射	Damage	攻擊	34.02%	36.81%	39.60%	43.51%	46.30%	49.51%	53.97%	58.43%	62.90%	67.64%	1.41	4.53	1.00	0.4536		Basic						4.53		1.41						
普攻		空中攻擊·星星花綻放第二段傷害	共鳴回路		衍射	Damage	攻擊	32.10%	34.74%	37.37%	41.05%	43.69%	46.71%	50.93%	55.14%	59.35%	63.82%	1.33	4.28	1.00	0.4280		Basic						4.28		1.33						
普攻		空中攻擊·星星花綻放第三段傷害	共鳴回路		衍射	Damage	攻擊	46.02%	49.80%	53.58%	58.86%	62.64%	66.99%	73.02%	79.05%	85.08%	91.50%	1.89	6.12	3.00	0.6138		Basic						6.12		1.89						
		星星花綻放治療量	共鳴回路		衍射	Damage	攻擊	625 +14.17%	750 +16.3%	875 +17.71%	1000 +19.84%	1032 +21.25%	1113 +22.67%	1125 +24.09%	1144 +25.5%	1163 +26.92%	1188 +29.75%	0.00	0.00	0.00	0.0000		-						0.00		0.00						
		每層【光合能量】回覆協奏能量	共鳴回路																										12.00								
