技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴技能		心眼·劫傷害-4	共鳴技能	4	熱熔	Damage	攻擊	82.37%	89.13%	95.88%	105.34%	112.09%	119.86%	130.67%	141.47%	152.28%	163.76%	3.20	0.00	1.00	0.8000		Skill						0.00		3.20						
共鳴技能		心眼·征傷害-1	共鳴技能	5	熱熔	Damage	攻擊	29.65%	32.08%	34.51%	37.92%	40.35%	43.14%	47.03%	50.92%	54.81%	58.95%	0.81	0.00	1.00	0.2246		Skill						0.00		0.81						
共鳴技能		心眼·征傷害-2	共鳴技能	6	熱熔	Damage	攻擊	29.65%	32.08%	34.51%	37.92%	40.35%	43.14%	47.03%	50.92%	54.81%	58.95%	0.81	0.00	1.00	0.2246		Skill						0.00		0.81						
共鳴技能		心眼·征傷害-3	共鳴技能	7	熱熔	Damage	攻擊	41.51%	44.91%	48.32%	53.08%	56.49%	60.40%	65.85%	71.29%	76.74%	82.52%	1.13	0.00	1.00	0.3145		Skill						0.00		1.13						
共鳴技能		心眼·征傷害-4	共鳴技能	8	熱熔	Damage	攻擊	47.44%	51.33%	55.22%	60.67%	64.56%	69.03%	75.25%	81.48%	87.70%	94.31%	1.29	0.00	1.00	0.3594		Skill						0.00		1.29						
共鳴技能		心眼·衝傷害-1	共鳴技能	9	熱熔	Damage	攻擊	36.56%	39.56%	42.56%	46.75%	49.75%	53.20%	58.00%	62.79%	67.59%	72.68%	1.03	0.00	1.00	0.2176		Skill						0.00		1.03						
共鳴技能		心眼·衝傷害-2	共鳴技能	10	熱熔	Damage	攻擊	54.84%	59.34%	63.83%	70.13%	74.62%	79.80%	86.99%	94.18%	101.38%	109.02%	1.54	0.00	1.00	0.3264		Skill						0.00		1.54						
共鳴技能		心眼·劫傷害	共鳴技能		熱熔	Damage	攻擊	205.94%	222.84%	239.70%	263.35%	280.24%	299.65%	326.69%	353.69%	380.70%	409.40%	8.00	0.00	4.00	2.0000		Skill						14.00		8.00						
共鳴技能		心眼·征傷害	共鳴技能		熱熔	Damage	攻擊	148.25%	160.40%	172.56%	189.59%	201.75%	215.71%	235.16%	254.61%	274.06%	294.73%	4.04	0.00	4.00	1.1231		Skill						7.00		4.04						
共鳴技能		心眼·衝傷害	共鳴技能		熱熔	Damage	攻擊	91.40%	98.90%	106.39%	116.88%	124.37%	133.00%	144.99%	156.97%	168.97%	181.70%	2.57	0.00	2.00	0.5440		Skill						6.00		2.57						
共鳴解放		離火照丹心-1	共鳴解放	1	熱熔	Damage	攻擊	610.00%	660.02%	710.04%	780.07%	830.09%	887.62%	967.65%	1047.68%	1127.71%	1212.75%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
共鳴解放		離火照丹心	共鳴解放		熱熔	Damage	攻擊	610.00%	660.02%	710.04%	780.07%	830.09%	887.62%	967.65%	1047.68%	1127.71%	1212.75%	0.00	0.00	1.00	4.0000		Liberation						20.00		0.00	150	20				
變奏		天道持樞-1	變奏技能	1	熱熔	Damage	攻擊	22.38%	24.22%	26.06%	28.62%	30.46%	32.57%	35.51%	38.44%	41.38%	44.50%	3.00	0.00	1.00	0.2238		Intro						0.00		3.00						
變奏		天道持樞-2	變奏技能	2	熱熔	Damage	攻擊	13.06%	14.13%	15.20%	16.70%	17.77%	19.00%	20.71%	22.43%	24.14%	25.96%	1.75	0.00	1.00	0.1306		Intro						0.00		1.75						
變奏		天道持樞	變奏技能		熱熔	Damage	攻擊	74.62%	80.74%	86.86%	95.42%	101.54%	108.57%	118.35%	128.16%	137.94%	148.34%	10.00	0.00	5.00	0.7462		Intro						0.00		10.00						
共鳴技能		焚身以火-1	共鳴回路	1	熱熔	Damage	攻擊	19.74%	21.36%	22.98%	25.25%	26.87%	28.73%	31.32%	33.91%	36.50%	39.25%	0.40	0.00	1.00	0.0716		Skill						0.00		0.40						
共鳴技能		焚身以火-2	共鳴回路	2	熱熔	Damage	攻擊	230.30%	249.18%	268.07%	294.51%	313.39%	335.11%	365.32%	395.54%	425.75%	457.85%	4.61	0.00	1.00	0.8344		Skill						0.00		4.61						
共鳴技能		舍我所得-1	共鳴回路	3	熱熔	Damage	攻擊	29.61%	32.04%	34.47%	37.87%	40.30%	43.09%	46.97%	50.86%	54.74%	58.87%	0.40	0.00	1.00	0.0716		Skill						0.00		0.40						
共鳴技能		舍我所得-2	共鳴回路	4	熱熔	Damage	攻擊	345.45%	373.77%	402.10%	441.76%	470.08%	502.66%	547.98%	593.30%	638.62%	686.78%	4.61	0.00	1.00	0.8344		Skill						0.00		4.61						
共鳴技能		焚身以火	共鳴回路		熱熔	Damage	攻擊	329.00%	355.98%	382.97%	420.76%	447.74%	478.76%	521.92%	565.09%	608.25%	654.10%	6.61	0.00	6.00	1.1924		Skill						10.00		6.61						
共鳴技能		焚身以火-舍我所得	共鳴回路		熱熔	Damage	攻擊	375.06%	405.81%	436.57%	479.63%	510.38%	545.75%	594.95%	644.16%	693.36%	745.65%	5.01	0.00	2.00	0.9060		Skill						10.00		5.01						
