技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
普攻		暗流·普攻第五段傷害-2	共鳴回路	7	湮滅	Damage	攻擊	57.38%	62.08%	66.79%	73.38%	78.08%	83.49%	91.02%	98.55%	106.07%	114.07%	0.85	1.45	1.00	0.4250		Basic														
普攻		暗流·下落攻擊傷害-1	共鳴回路	8	湮滅	Damage	攻擊	62.00%	67.09%	72.17%	79.29%	84.37%	90.22%	98.36%	106.49%	114.62%	123.27%	0.41	1.00	1.00	0.6200		Basic														
重擊		暗流·重擊傷害-1	共鳴回路	9	湮滅	Damage	攻擊	64.80%	70.12%	75.43%	82.87%	88.18%	94.30%	102.80%	111.30%	119.80%	128.83%	0.96	1.64	1.00	0.4800		Heavy														
重擊		暗流·鳴刃傷害-1	共鳴回路	10	湮滅	Damage	攻擊	63.70%	68.93%	74.15%	81.46%	86.69%	92.69%	101.05%	109.41%	117.77%	126.65%	1.24	2.12	1.00	0.6200		Heavy														
重擊		暗流·鳴刃傷害-2	共鳴回路	11	湮滅	Damage	攻擊	5.00%	5.41%	5.82%	6.40%	6.81%	7.28%	7.94%	8.59%	9.25%	9.95%	0.00	0.00	1.00	0.0100		Heavy														
重擊			共鳴回路	12	湮滅	Damage	攻擊	5.00%	5.41%	5.82%	6.40%	6.81%	7.28%	7.94%	8.59%	9.25%	9.95%	0.00	0.00	1.00	0.0100		Heavy														
重擊			共鳴回路	13	湮滅	Damage	攻擊	5.00%	5.41%	5.82%	6.40%	6.81%	7.28%	7.94%	8.59%	9.25%	9.95%	0.00	0.00	1.00	0.0100		Heavy														
重擊			共鳴回路	14	湮滅	Damage	攻擊	5.00%	5.41%	5.82%	6.40%	6.81%	7.28%	7.94%	8.59%	9.25%	9.95%	0.00	0.00	1.00	0.0100		Heavy														
重擊			共鳴回路	15	湮滅	Damage	攻擊	114.75%	124.16%	133.57%	146.75%	156.16%	166.98%	182.03%	197.09%	212.14%	228.14%	1.70	0.00	1.00	0.8500		Heavy														
普攻		暗流·閃避反擊傷害-1	共鳴回路	16	湮滅	Damage	攻擊	159.30%	172.37%	185.43%	203.72%	216.78%	231.80%	252.70%	273.60%	294.50%	316.71%	2.36	1.98	1.00	0.5800		Basic														
共鳴技能		暗流·破命傷害-1	共鳴回路	17	湮滅	Damage	攻擊	139.00%	150.40%	161.80%	177.76%	189.16%	202.26%	220.50%	238.74%	256.97%	276.35%	4.00	0.00	1.00	0.8000		Skill														
共鳴技能			共鳴回路	18	湮滅	Damage	攻擊	139.00%	150.40%	161.80%	177.76%	189.16%	202.26%	220.50%	238.74%	256.97%	276.35%	4.00	0.00	1.00	0.8000		Skill														
共鳴技能		暗流·破命傷害-2	共鳴回路	19	湮滅	Damage	攻擊	5.00%	5.41%	5.82%	6.40%	6.81%	7.28%	7.94%	8.59%	9.25%	9.95%	1.00	0.00	1.00	0.1000		Skill														
重擊		滅音傷害	共鳴回路		湮滅	Damage	攻擊	114.75%	124.16%	133.57%	146.75%	156.16%	166.98%	182.03%	197.09%	212.14%	228.14%	1.70	0.00	1.00	0.8500		Heavy														
普攻		暗流·普攻第一段傷害	共鳴回路		湮滅	Damage	攻擊	28.35%	30.68%	33.00%	36.26%	38.58%	41.26%	44.98%	48.70%	52.42%	56.37%	0.42	0.72	1.00	0.2100		Basic														
普攻		暗流·普攻第二段傷害	共鳴回路		湮滅	Damage	攻擊	47.25%	51.13%	55.00%	60.43%	64.30%	68.76%	74.96%	81.16%	87.36%	93.94%	0.70	1.20	1.00	0.3500		Basic														
普攻		暗流·普攻第三段傷害	共鳴回路		湮滅	Damage	攻擊	78.30%	84.73%	91.15%	100.14%	106.56%	113.94%	124.21%	134.49%	144.76%	155.67%	1.16	1.98	1.00	0.5800		Basic														
普攻		暗流·普攻第四段傷害	共鳴回路		湮滅	Damage	攻擊	112.07%	121.25%	130.44%	143.32%	152.50%	163.07%	177.77%	192.47%	207.17%	222.78%	1.64	2.83	4.00	0.8302		Basic														
普攻		暗流·普攻第五段傷害	共鳴回路		湮滅	Damage	攻擊	114.78%	124.16%	133.59%	146.78%	156.16%	167.01%	182.06%	197.11%	212.15%	228.15%	1.69	2.89	5.00	0.8502		Basic														
重擊		暗流·重擊傷害	共鳴回路		湮滅	Damage	攻擊	64.80%	70.12%	75.43%	82.87%	88.18%	94.30%	102.80%	111.30%	119.80%	128.83%	0.96	1.64	1.00	0.4800		Heavy			25.00											
重擊		暗流·鳴刃傷害	共鳴回路		湮滅	Damage	攻擊	83.70%	90.57%	97.43%	107.06%	113.93%	121.81%	132.81%	143.77%	154.77%	166.45%	1.24	2.12	5.00	0.6600		Heavy														
普攻		暗流·下落攻擊傷害	共鳴回路		湮滅	Damage	攻擊	62.00%	67.09%	72.17%	79.29%	84.37%	90.22%	98.36%	106.49%	114.62%	123.27%	0.41	1.00	1.00	0.6200		Basic			30.00											
普攻		暗流·閃避反擊傷害	共鳴回路		湮滅	Damage	攻擊	159.30%	172.37%	185.43%	203.72%	216.78%	231.80%	252.70%	273.60%	294.50%	316.71%	2.36	1.98	1.00	0.5800		Basic														
共鳴技能		暗流·破命傷害	共鳴回路		湮滅	Damage	攻擊	298.00%	322.44%	346.88%	381.12%	405.56%	433.64%	472.76%	511.84%	550.94%	592.50%	12.00	0.00	6.00	2.0000		Skill						15.00				12				
