技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴技能		面具傷害-1	共鳴技能	10	冷凝	Damage	攻擊	5.77%	6.24%	6.71%	7.37%	7.85%	8.39%	9.15%	9.90%	10.66%	11.46%	0.39	0.00	1.00	0.1556		Skill						0.00		0.39						
共鳴技能		面具傷害-2	共鳴技能	11	冷凝	Damage	攻擊	22.23%	24.06%	25.88%	28.43%	30.25%	32.35%	35.27%	38.18%	41.10%	44.20%	1.50	0.00	1.00	0.6000		Skill						0.00		1.50						
			共鳴技能	12	-	Healing	攻擊	1041 + 39.0%	1097 +40.56%	1162 +42.12%	1302 +44.46%	1469 +47.58%	1627 +50.7%	1655 +56.55%	1692 +63.18%	1720 +70.2%	1767 + 81.9%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
			共鳴技能	13	-	Healing	攻擊	312 + 11.7%	329 +12.16%	348 +12.63%	390 +13.33%	440 +14.27%	488 +15.21%	496 +16.96%	507 +18.95%	516 +21.06%	530 + 24.57%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
共鳴技能		匣中問禎傷害	共鳴技能		冷凝	Damage	攻擊	78.70%	85.16%	91.61%	100.64%	107.10%	114.52%	124.84%	135.17%	145.49%	156.46%	8.00	0.00	1.00	2.0000		Skill						10.00		8.00		15				
		匣中問禎治療量	共鳴技能		-	Healing	攻擊	1041 + 39.0%	1097 +40.56%	1162 +42.12%	1302 +44.46%	1469 +47.58%	1627 +50.7%	1655 +56.55%	1692 +63.18%	1720 +70.2%	1767 + 81.9%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
共鳴技能		編鐘傷害	共鳴技能		冷凝	Damage	攻擊	147.48%	159.58%	171.69%	188.60%	200.70%	214.60%	233.95%	253.29%	272.64%	293.22%	5.00	0.00	7.50	2.0000		Skill						10.00		5.00						
共鳴技能		如意傷害	共鳴技能		冷凝	Damage	攻擊	153.14%	165.69%	178.25%	195.84%	208.39%	222.83%	242.92%	263.02%	283.11%	304.45%	5.00	0.00	2.00	2.0000		Skill						10.00		5.00						
共鳴技能		鼎傷害	共鳴技能		冷凝	Damage	攻擊	143.77%	155.50%	167.29%	183.79%	195.59%	209.17%	227.99%	246.87%	265.69%	285.70%	5.00	0.00	7.00	2.0000		Skill						10.00		5.00						
共鳴技能		面具傷害	共鳴技能		冷凝	Damage	攻擊	74.16%	80.22%	86.27%	94.76%	100.90%	107.86%	117.62%	127.28%	137.04%	147.34%	5.01	0.00	10.00	2.0004		Skill						10.00		5.01						
共鳴解放		如意卜-1	共鳴解放	1	冷凝	Damage	攻擊	164.58%	178.07%	191.57%	210.46%	223.95%	239.47%	261.06%	282.66%	304.25%	327.19%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
共鳴解放		如意卜	共鳴解放		冷凝	Damage	攻擊	164.58%	178.07%	191.57%	210.46%	223.95%	239.47%	261.06%	282.66%	304.25%	327.19%	0.00	0.00	1.00	4.0000		Liberation						20.00		0.00	100	25				
變奏		遂心匣-1	變奏技能	1	冷凝	Damage	攻擊	45.00%	48.69%	52.38%	57.55%	61.24%	65.48%	71.39%	77.29%	83.20%	89.47%	4.50	0.00	1.00	0.5102		Intro						0.00		4.50						
變奏		遂心匣-2	變奏技能	2	冷凝	Damage	攻擊	55.00%	59.51%	64.02%	70.34%	74.85%	80.04%	87.25%	94.47%	101.68%	109.35%	5.50	0.00	1.00	0.6235		Intro						0.00		5.50						
變奏		遂心匣	變奏技能		冷凝	Damage	攻擊	100.00%	108.20%	116.40%	127.89%	136.09%	145.52%	158.64%	171.76%	184.88%	198.82%	10.00	0.00	2.00	1.1337		Intro						10.00		10.00						
共鳴技能		詩中物技能傷害-1	共鳴回路	1	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
共鳴技能			共鳴回路	2	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
共鳴技能			共鳴回路	3	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
共鳴技能			共鳴回路	4	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
共鳴技能			共鳴回路	5	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
共鳴技能			共鳴回路	6	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
共鳴技能			共鳴回路	7	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
共鳴技能			共鳴回路	8	冷凝	Damage	攻擊	18.72%	20.26%	21.79%	23.94%	25.47%	27.24%	29.69%	32.15%	34.60%	37.21%	1.00	0.00	1.00	0.2000		Skill						0.00		1.00						
		詩中物治療量-1	共鳴回路	9	-	Healing	攻擊	1180 + 44.2%	1243 +45.96%	1317 +47.73%	1475 +50.38%	1665 +53.92%	1844 +57.46%	1876 +64.09%	1918 +71.6%	1949 +79.56%	2002 + 92.82%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
		雙關額外治療量-1	共鳴回路	10	-	Healing	攻擊	694 + 26.0%	731 +27.04%	775 +28.08%	868 +29.64%	979 +31.72%	1085 +33.8%	1103 +37.7%	1128 +42.12%	1147 +46.8%	1178 + 54.6%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
共鳴技能		詩中物技能傷害	共鳴回路		冷凝	Damage	攻擊	187.20%	202.60%	217.90%	239.40%	254.70%	272.40%	296.90%	321.50%	346.00%	372.10%	10.00	0.00	10.00	2.0000		Skill						20.00		10.00						
		詩中物治療量	共鳴回路		-	Healing	攻擊	1180 + 44.2%	1243 +45.96%	1317 +47.73%	1475 +50.38%	1665 +53.92%	1844 +57.46%	1876 +64.09%	1918 +71.6%	1949 +79.56%	2002 + 92.82%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
		雙關額外治療量	共鳴回路		-	Healing	攻擊	694 + 26.0%	731 +27.04%	775 +28.08%	868 +29.64%	979 +31.72%	1085 +33.8%	1103 +37.7%	1128 +42.12%	1147 +46.8%	1178 + 54.6%	0.00	0.00	0.00	0.0000		 -						0.00		0.00						
