技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
共鳴技能		後撤傷害-1	共鳴技能	2	導電	Damage	攻擊	87.40%	94.57%	101.74%	111.77%	118.94%	127.18%	138.65%	150.11%	161.58%	173.76%	2.30	4.60	1.00	1.1040		Skill						4.60		2.30						
共鳴技能		前撲傷害	共鳴技能		導電	Damage	攻擊	91.20%	98.68%	106.16%	116.63%	124.11%	132.71%	144.68%	156.64%	168.61%	181.32%	2.40	4.80	1.00	1.1520		Skill			30.00			4.80		2.40						
共鳴技能		後撤傷害	共鳴技能		導電	Damage	攻擊	87.40%	94.57%	101.74%	111.77%	118.94%	127.18%	138.65%	150.11%	161.58%	173.76%	2.30	4.60	1.00	1.1040		Skill			30.00			4.60		2.30						
共鳴解放		啾啾專送-1	共鳴解放	1	導電	Damage	攻擊	480.00%	519.36%	558.72%	613.83%	653.19%	698.45%	761.43%	824.40%	887.38%	954.29%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
共鳴解放		啾啾專送	共鳴解放		導電	Damage	攻擊	480.00%	519.36%	558.72%	613.83%	653.19%	698.45%	761.43%	824.40%	887.38%	954.29%	0.00	0.00	1.00	4.0000		Liberation						20.00		0.00	125	20				
變奏		專項派送-1	變奏技能	1	導電	Damage	攻擊	28.34%	30.66%	32.98%	36.24%	38.56%	41.23%	44.95%	48.67%	52.38%	56.33%	3.34	0.00	1.00	0.2000		Intro						0.00		3.34						
變奏		專項派送	變奏技能		導電	Damage	攻擊	85.02%	91.98%	98.94%	108.72%	115.68%	123.69%	134.85%	146.01%	157.14%	168.99%	10.02	0.00	3.00	0.6000		Intro						10.00		10.02						
普攻		強光傷害-1	共鳴回路	1	導電	Damage	攻擊	41.00%	44.37%	47.73%	52.44%	55.80%	59.66%	65.04%	70.42%	75.80%	81.52%	1.00	2.00	1.00	0.2400		Basic						2.00		1.00						
普攻		紅燈聚光·普攻一段傷害-1	共鳴回路	2	導電	Damage	攻擊	60.48%	65.44%	70.40%	77.35%	82.31%	88.01%	95.94%	103.88%	111.81%	120.25%	1.20	2.40	1.00	0.5760		Basic						2.40		1.20						
普攻		紅燈聚光·普攻二段傷害-1	共鳴回路	3	導電	Damage	攻擊	69.57%	75.28%	80.98%	88.97%	94.68%	101.24%	110.36%	119.49%	128.62%	138.32%	1.43	2.85	1.00	0.6840		Basic						2.85		1.43						
普攻		紅燈聚光·普攻三段傷害-1	共鳴回路	4	導電	Damage	攻擊	47.15%	51.01%	54.88%	60.29%	64.16%	68.60%	74.79%	80.97%	87.16%	93.73%	0.86	1.71	1.00	0.4104		Basic						1.71		0.86						
普攻		紅燈聚光·重擊傷害-1	共鳴回路	5	導電	Damage	攻擊	44.35%	47.99%	51.63%	56.72%	60.36%	64.54%	70.36%	76.18%	81.99%	88.18%	0.88	1.75	1.00	0.4200		Basic						1.75		0.88						
普攻		強化前撲傷害-1	共鳴回路	6	導電	Damage	攻擊	92.20%	99.77%	107.33%	117.91%	125.47%	134.17%	146.26%	158.36%	170.46%	183.31%	1.60	1.28	1.00	1.2800		Basic						1.28		1.60						
普攻		強化後撤傷害-1	共鳴回路	7	導電	Damage	攻擊	126.60%	136.99%	147.37%	161.90%	172.28%	184.22%	200.83%	217.44%	234.05%	251.70%	2.30	1.84	1.00	1.8400		Basic						1.84		2.30						
普攻		強光穿射每段傷害-1	共鳴回路	8	導電	Damage	攻擊	37.50%	40.58%	43.65%	47.96%	51.03%	54.57%	59.49%	64.41%	69.33%	74.56%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻			共鳴回路	9	導電	Damage	攻擊	75.00%	81.15%	87.30%	95.91%	102.06%	109.14%	118.98%	128.82%	138.66%	149.11%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
普攻		紅燈聚光·普攻二段傷害-2	共鳴回路	10	導電	Damage	攻擊	13.92%	15.06%	16.20%	17.80%	18.94%	20.25%	22.08%	23.90%	25.73%	27.67%	0.29	0.57	1.00	0.1368		Basic						0.57		0.29						
普攻		紅燈聚光·普攻三段傷害-2	共鳴回路	11	導電	Damage	攻擊	110.00%	119.02%	128.04%	140.67%	149.69%	160.06%	174.49%	188.93%	203.36%	218.69%	2.00	3.99	1.00	0.9576		Basic						3.99		2.00						
普攻			共鳴回路	12	導電	Damage	攻擊	44.35%	47.99%	51.63%	56.72%	60.36%	64.54%	70.36%	76.18%	81.99%	88.18%	0.88	1.75	1.00	0.4200		Basic						1.75		0.88						
普攻			共鳴回路	13	導電	Damage	攻擊	92.20%	99.77%	107.33%	117.91%	125.47%	134.17%	146.26%	158.36%	170.46%	183.31%	1.60	1.28	1.00	1.2800		Basic						1.28		1.60						
普攻		強光傷害	共鳴回路		導電	Damage	攻擊	41.00%	44.37%	47.73%	52.44%	55.80%	59.66%	65.04%	70.42%	75.80%	81.52%	1.00	2.00	1.00	0.2400		Basic						2.00		1.00						
普攻		紅燈聚光·普攻一段傷害	共鳴回路		導電	Damage	攻擊	60.48%	65.44%	70.40%	77.35%	82.31%	88.01%	95.94%	103.88%	111.81%	120.25%	1.20	2.40	1.00	0.5760		Basic						2.40		1.20						
普攻		紅燈聚光·普攻二段傷害	共鳴回路		導電	Damage	攻擊	139.17%	150.58%	161.98%	177.97%	189.38%	202.49%	220.76%	238.99%	257.27%	276.67%	2.88	5.70	6.00	1.3680		Basic						5.70		2.88						
普攻		紅燈聚光·普攻三段傷害	共鳴回路		導電	Damage	攻擊	157.15%	170.03%	182.92%	200.96%	213.85%	228.66%	249.28%	269.90%	290.52%	312.42%	2.86	5.70	2.00	1.3680		Basic						5.70		2.86						
普攻		紅燈聚光·重擊傷害	共鳴回路		導電	Damage	攻擊	88.70%	95.98%	103.26%	113.44%	120.72%	129.08%	140.72%	152.36%	163.98%	176.36%	1.76	3.50	2.00	0.8400		Basic						3.50		1.76						
普攻		強化前撲傷害	共鳴回路		導電	Damage	攻擊	184.40%	199.54%	214.66%	235.82%	250.94%	268.34%	292.52%	316.72%	340.92%	366.62%	3.20	2.56	2.00	2.5600		Basic						12.00		3.20						
普攻		強化後撤傷害	共鳴回路		導電	Damage	攻擊	126.60%	136.99%	147.37%	161.90%	172.28%	184.22%	200.83%	217.44%	234.05%	251.70%	2.30	1.84	1.00	1.8400		Basic						12.00		2.30						
普攻		強光穿射每段傷害	共鳴回路		導電	Damage	攻擊	37.50%	40.58%	43.65%	47.96%	51.03%	54.57%	59.49%	64.41%	69.33%	74.56%	0.00	0.00	1.00	0.0000		Basic						0.00		0.00						
