技能加成種類	技能加成種類2	代稱	種類	Entry#	屬性	Type	Base Attribute	LV1	LV2	LV3	LV4	LV5	LV6	LV7	LV8	LV9	LV10	共鳴解放能量	協奏能量	共振度上限	韌性	Coordinated	Type	擊中	回復耐力值	耐力消耗	回復特殊能量	消耗特殊能量	回復協奏能量	消耗協奏能量	回復共鳴能量	消耗共鳴能量	冷卻時間	持續時間	治療量	減傷	傷害減免
普攻		第二段傷害	常態攻擊		氣動	Damage	攻擊	43.32%	46.86%	50.42%	55.38%	58.94%	63.02%	68.70%	74.38%	80.06%	86.10%	1.84	5.88	2.00	0.7340		Basic						5.88		1.84						
普攻		第三段傷害	常態攻擊		氣動	Damage	攻擊	52.69%	57.21%	61.48%	67.41%	71.93%	76.79%	83.67%	90.56%	97.44%	104.80%	2.24	7.15	26.00	0.9930		Basic						7.15		2.24						
普攻		第四段傷害	常態攻擊		氣動	Damage	攻擊	38.59%	41.76%	44.92%	49.35%	52.51%	56.15%	61.21%	66.28%	71.34%	76.72%	1.64	5.24	1.00	0.6540		Basic						5.24		1.64						
重擊		重擊傷害	常態攻擊		氣動	Damage	攻擊	27.03%	29.25%	31.47%	34.56%	36.78%	39.33%	42.87%	46.44%	49.98%	53.73%	1.17	3.69	3.00	0.4581		Heavy			25.00			3.69		1.17						
重擊		絞息傷害	常態攻擊		氣動	Damage	攻擊	40.66%	44.00%	47.33%	52.00%	55.33%	59.16%	64.49%	69.82%	75.16%	80.83%	1.73	5.53	2.00	0.6891		Heavy			25.00			5.53		1.73						
普攻		空中攻擊傷害	常態攻擊		氣動	Damage	攻擊	70.80%	76.61%	82.42%	90.54%	96.35%	103.03%	112.32%	121.60%	130.89%	140.76%	0.52	9.60	1.00	1.2000		Basic			30.00			9.60		0.52						
普攻		閃避反擊傷害	常態攻擊		氣動	Damage	攻擊	88.09%	95.52%	102.69%	112.68%	120.10%	128.30%	139.83%	151.36%	162.88%	175.18%	3.74	11.95	26.00	1.5930		Basic						11.95		3.74						
共鳴技能		蒼息破象傷害-1	共鳴技能	1	氣動	Damage	攻擊	33.42%	36.16%	38.90%	42.74%	45.48%	48.63%	53.02%	57.40%	61.78%	66.44%	2.00	0.00	1.00	0.8000		Skill						0.00		2.00						
共鳴技能		蒼息破象傷害-2	共鳴技能	2	氣動	Damage	攻擊	50.13%	54.24%	58.35%	64.11%	68.22%	72.94%	79.52%	86.10%	92.67%	99.66%	3.00	0.00	1.00	1.2000		Skill						0.00		3.00						
共鳴技能		碧霄斷行傷害-1	共鳴技能	3	氣動	Damage	攻擊	11.76%	12.72%	13.69%	15.03%	16.00%	17.11%	18.65%	20.19%	21.73%	23.37%	0.34	0.00	1.00	0.1334		Skill						0.00		0.34						
共鳴技能		碧霄斷行傷害-2	共鳴技能	4	氣動	Damage	攻擊	52.89%	57.23%	61.57%	67.64%	71.97%	76.96%	83.90%	90.84%	97.78%	105.15%	1.50	0.00	1.00	0.6000		Skill						0.00		1.50						
共鳴技能		蒼息破象傷害	共鳴技能		氣動	Damage	攻擊	83.55%	90.40%	97.25%	106.85%	113.70%	121.57%	132.54%	143.50%	154.45%	166.10%	5.00	0.00	2.00	2.0000		Skill						10.00		5.00		3				
共鳴技能		碧霄斷行傷害	共鳴技能		氣動	Damage	攻擊	88.17%	95.39%	102.64%	112.73%	119.97%	128.29%	139.85%	151.41%	162.97%	175.26%	2.52	0.00	4.00	1.0002		Skill						5.00		2.52		12				
共鳴解放		萬象歸墟-1	共鳴解放	1	氣動	Damage	攻擊	270.00%	292.14%	314.28%	345.28%	367.42%	392.88%	428.31%	463.73%	499.15%	536.79%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
共鳴解放			共鳴解放	2	氣動	Damage	攻擊	324.00%	350.57%	377.14%	414.34%	440.90%	471.46%	513.97%	556.47%	598.98%	644.15%	0.00	0.00	1.00	4.0000		Liberation						0.00		0.00						
			共鳴解放	3	-	Healing	攻擊	1100 + 36.67%	1232 +38.13%	1375 +39.6%	1540 +41.8%	1738 +44.73%	1925 +47.67%	1958 +53.17%	2002 +59.4%	2035 +66.0%	2090 + 77.0%	0.00	0.00	0.00	0.0000								0.00		0.00						
			共鳴解放	4	-	Healing	攻擊	1320 + 44.0%	1478 +45.76%	1650 +47.52%	1848 +50.16%	2085 +53.68%	2310 +57.2%	2349 +63.8%	2402 +71.28%	2442 +79.2%	2508 + 92.4%	0.00	0.00	0.00	0.0000								0.00		0.00						
共鳴解放		萬象歸墟	共鳴解放		氣動	Damage	攻擊	270.00%	292.14%	314.28%	345.28%	367.42%	392.88%	428.31%	463.73%	499.15%	536.79%	0.00	0.00	1.00	4.0000		Liberation						20.00		0.00	150	24				
變奏		狂嵐未盡-1	變奏技能	1	氣動	Damage	攻擊	40.00%	43.28%	46.56%	51.16%	54.44%	58.21%	63.46%	68.70%	73.95%	79.53%	4.00	0.00	1.00	0.4000		Intro						0.00		4.00						
變奏		狂嵐未盡-2	變奏技能	2	氣動	Damage	攻擊	60.00%	64.92%	69.84%	76.73%	81.65%	87.31%	95.18%	103.05%	110.93%	119.29%	6.00	0.00	1.00	0.6000		Intro						0.00		6.00						
變奏		狂嵐未盡	變奏技能		氣動	Damage	攻擊	100.00%	108.20%	116.40%	127.89%	136.09%	145.52%	158.64%	171.75%	184.88%	198.82%	10.00	0.00	2.00	1.0000		Intro						10.00		10.00						
共鳴技能		抃風儛潤第一段傷害-1	共鳴回路	1	氣動	Damage	攻擊	64.79%	70.10%	75.41%	82.85%	88.16%	94.27%	102.77%	111.27%	119.77%	128.80%	0.92	2.93	1.00	0.3660		Skill						2.93		0.92						
共鳴技能		抃風儛潤第二段傷害-2	共鳴回路	2	氣動	Damage	攻擊	71.16%	76.99%	82.83%	91.00%	96.83%	103.54%	112.88%	122.21%	131.55%	141.47%	1.01	3.22	1.00	0.4020		Skill						3.22		1.01						
共鳴技能		縹緲無相第一段傷害-1	共鳴回路	3	氣動	Damage	攻擊	17.26%	18.67%	20.09%	22.07%	23.48%	25.11%	27.37%	29.63%	31.90%	34.30%	2.00	0.00	1.00	0.2000		Skill						0.00		2.00						
共鳴技能		縹緲無相第二段傷害-1	共鳴回路	4	氣動	Damage	攻擊	363.68%	393.50%	423.32%	465.07%	494.90%	529.19%	576.90%	624.62%	672.33%	723.03%	20.00	0.00	1.00	1.0000		Skill						0.00		20.00						
共鳴技能			共鳴回路	5	氣動	Damage	攻擊	22.43%	24.27%	26.11%	28.68%	30.52%	32.64%	35.58%	38.52%	41.47%	44.59%	2.00	0.00	1.00	0.2000		Skill						0.00		2.00						
共鳴技能			共鳴回路	6	氣動	Damage	攻擊	472.78%	511.55%	550.32%	604.59%	643.36%	687.95%	749.97%	812.00%	874.03%	939.94%	20.00	0.00	1.00	1.0000		Skill						0.00		20.00						
			共鳴回路	7	-	Healing	攻擊	330 + 11.0%	369 +11.44%	412 +11.88%	462 +12.54%	521 +13.42%	577 +14.3%	587 +15.95%	600 +17.82%	610 +19.8%	627 + 23.1%	0.00	0.00	0.00	0.0000								0.00		0.00						
共鳴技能			共鳴回路	8	氣動	Damage	攻擊	10.36%	11.21%	12.06%	13.25%	14.09%	15.07%	16.43%	17.78%	19.14%	20.58%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能			共鳴回路	9	氣動	Damage	攻擊	218.21%	236.10%	254.00%	279.05%	296.94%	317.52%	346.14%	374.78%	403.40%	433.82%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能			共鳴回路	10	氣動	Damage	攻擊	27.62%	29.88%	32.15%	35.32%	37.57%	40.18%	43.80%	47.41%	51.04%	54.88%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能			共鳴回路	11	氣動	Damage	攻擊	581.89%	629.60%	677.32%	744.12%	791.84%	846.71%	923.04%	999.40%	1075.73%	1156.85%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能			共鳴回路	12	氣動	Damage	攻擊	37.98%	41.08%	44.20%	48.56%	51.66%	55.25%	60.22%	65.19%	70.18%	75.46%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能			共鳴回路	13	氣動	Damage	攻擊	800.10%	865.70%	931.31%	1023.16%	1088.78%	1164.22%	1269.18%	1374.17%	1479.13%	1590.67%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能			共鳴回路	14	氣動	Damage	攻擊	48.33%	52.28%	56.26%	61.80%	65.75%	70.31%	76.64%	82.97%	89.32%	96.04%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能			共鳴回路	15	氣動	Damage	攻擊	1018.31%	1101.80%	1185.30%	1302.20%	1385.72%	1481.74%	1615.32%	1748.94%	1882.53%	2024.49%	0.00	0.00	1.00	1.0000		Skill						0.00		0.00						
共鳴技能		抃風儛潤第一段傷害	共鳴回路		氣動	Damage	攻擊	64.79%	70.10%	75.41%	82.85%	88.16%	94.27%	102.77%	111.27%	119.77%	128.80%	0.92	2.93	1.00	0.3660		Skill						2.93		0.92						
共鳴技能		抃風儛潤第二段傷害	共鳴回路		氣動	Damage	攻擊	71.16%	76.99%	82.83%	91.00%	96.83%	103.54%	112.88%	122.21%	131.55%	141.47%	1.01	3.22	1.00	0.4020		Skill						3.22		1.01						
		抃風儛潤治療量	共鳴回路		氣動	Damage	攻擊																														
共鳴技能		縹緲無相第一段傷害	共鳴回路		氣動	Damage	攻擊	86.30%	93.35%	100.45%	110.35%	117.40%	125.55%	136.85%	148.15%	159.50%	171.50%	10.00	0.00	5.00	1.0000		Skill						20.00		10.00						
共鳴技能		縹緲無相第二段傷害	共鳴回路		氣動	Damage	攻擊	363.68%	393.50%	423.32%	465.07%	494.90%	529.19%	576.90%	624.62%	672.33%	723.03%	20.00	0.00	1.00	1.0000		Skill						20.00		20.00						
